id,O3_anual_f
"7139",31.951024
"7456",32.284448
"9642",31.951024
"6864",32.137073
"2914",32.959955
"3804",30.083696
"2266",32.045742
"6302",32.045742
"3678",29.631005
"5694",34.523609
"742",30.083696
"994",32.284448
"4801",32.284448
"1484",30.925798
"3539",30.925798
"8048",31.335726
"7041",30.632082
"1134",30.083696
"8717",30.083696
"9193",32.137073
"2694",30.083696
"2564",32.284448
"2569",30.083696
"887",31.295413
"3944",32.284448
"7244",30.712341
"3642",30.925798
"7980",35.667708
"692",32.137073
"6491",31.951024
"6392",31.951024
"1603",31.295413
"573",30.231371
"4263",30.932881
"3689",32.137073
"710",30.508963
"9311",35.667708
"9511",30.083696
"7307",31.335726
"3011",34.591572
"2771",32.959955
"5662",35.667708
"501",34.591572
"8410",30.712341
"3579",32.284448
"130",30.632082
"1342",31.137939
"6620",35.667708
"3826",30.083696
"3865",32.137073
"3500",30.083696
"2808",30.083696
"5219",31.951024
"4171",30.083696
"113",31.137939
"3075",32.959955
"2783",31.137939
"4908",32.137073
"8881",33.824885
"5164",32.959955
"3843",31.951024
"5439",32.959955
"798",30.932881
"2431",35.667708
"8342",35.667708
"9870",31.295413
"161",35.667708
"877",33.824885
"4379",30.932881
"4781",30.925798
"7321",30.925798
"2822",34.656966
"8256",31.295413
"4275",32.102557
"6161",33.824885
"6742",31.846904
"6580",30.393058
"1956",32.045742
"2108",31.657669
"404",35.667708
"9150",35.667708
"6143",31.137939
"5320",31.137939
"2082",30.313180
"6429",35.667708
"5687",30.932881
"7893",30.313180
"778",31.084773
"1797",34.591572
"5906",34.656966
"3184",31.137939
"4915",31.516114
"3495",32.137073
"7372",34.591572
"8200",34.591572
"7487",31.657669
"8535",31.335726
"8365",31.295413
"7087",35.667708
"3720",32.045742
"9198",30.313180
"556",35.667708
"4738",31.137939
"4965",32.045742
"7950",34.591572
"8019",34.591572
"1364",32.045742
"8395",30.932881
"2115",30.393058
"9806",30.932881
"4611",30.545165
"1984",35.667708
"3769",33.625808
"6967",31.084773
"9669",31.084773
"9419",31.084773
"8863",30.472169
"5488",30.472169
"2663",30.393058
"2305",31.295413
"5148",32.045742
"3415",31.295413
"6110",35.667708
"2262",30.590727
"7326",35.667708
"5578",34.591572
"322",32.137073
"7121",30.313180
"6543",32.045742
"3939",30.925798
"6050",30.313180
"2793",29.533854
"4340",31.667785
"5661",31.657669
"9894",31.657669
"982",30.313180
"8753",34.656966
"1010",33.570995
"6591",30.313180
"6713",31.657669
"9623",32.137073
"402",31.657669
"6499",30.472169
"7753",30.572426
"1944",31.657669
"757",32.045742
"332",29.533854
"9161",35.667708
"5379",29.533854
"1576",33.077431
"1862",31.516114
"9596",30.308544
"1313",31.657669
"9692",29.533854
"454",29.998781
"3020",30.714551
