,id_station,hora,O3,PM10,PM2.5,Latitud,Longitud
258,INN,16,65.97239263803681,34.875,21.473214285714285,19.291968,-99.38052
259,INN,17,60.383008356545965,33.52059308072488,20.42998352553542,19.291968,-99.38052
260,INN,18,52.71629213483146,31.442434210526315,19.10032894736842,19.291968,-99.38052
261,INN,19,42.61258741258741,27.970443349753694,17.54679802955665,19.291968,-99.38052
262,INN,20,34.86731843575419,26.178688524590164,16.61639344262295,19.291968,-99.38052
263,INN,21,30.317482517482517,23.983498349834985,15.592409240924093,19.291968,-99.38052
264,INN,22,27.72663877266388,21.61487603305785,14.573553719008265,19.291968,-99.38052
265,INN,23,27.31578947368421,19.269607843137255,13.468954248366012,19.291968,-99.38052
266,IZT,0,10.761274804570053,30.03467492260062,,19.384413,-99.117641
267,IZT,1,10.433267587113741,31.87962340282448,,19.384413,-99.117641
268,IZT,7,2.8296382730455076,38.25134328358209,,19.384413,-99.117641
269,IZT,8,4.657694558221182,40.99039039039039,,19.384413,-99.117641
270,IZT,9,10.316872427983538,41.926799758015726,,19.384413,-99.117641
271,IZT,10,20.854578096947936,45.42255266418835,,19.384413,-99.117641
272,IZT,11,35.72997572815534,46.87125,,19.384413,-99.117641
273,IZT,12,52.164433617539586,43.557776389756405,,19.384413,-99.117641
274,IZT,13,65.90398550724638,37.53551575046325,,19.384413,-99.117641
275,IZT,14,73.83909415971395,33.868872549019606,,19.384413,-99.117641
276,IZT,15,73.33057362507392,32.81591737545565,,19.384413,-99.117641
277,IZT,16,66.84861028976937,34.32383262583384,,19.384413,-99.117641
278,IZT,17,56.85655253837072,37.44002411091019,,19.384413,-99.117641
279,IZT,18,43.103529411764704,40.32329921733895,,19.384413,-99.117641
280,IZT,19,28.82762691853601,41.516616314199396,,19.384413,-99.117641
281,IZT,20,20.266313932980598,40.11104405552203,,19.384413,-99.117641
282,IZT,21,15.824468085106384,36.35666867833434,,19.384413,-99.117641
283,IZT,22,12.64896755162242,33.347642079806526,,19.384413,-99.117641
284,IZT,23,11.258844339622641,31.242296072507553,,19.384413,-99.117641
285,LLA,0,12.08844884488449,,,19.578792,-99.039644
286,LLA,1,11.971656976744185,,,19.578792,-99.039644
287,LLA,7,2.725590299936184,,,19.578792,-99.039644
288,LLA,8,4.653452685421995,,,19.578792,-99.039644
289,LLA,9,10.466666666666667,,,19.578792,-99.039644
290,LLA,10,21.485751295336787,,,19.578792,-99.039644
291,LLA,11,36.547981469225675,,,19.578792,-99.039644
292,LLA,12,50.74570673712021,,,19.578792,-99.039644
293,LLA,13,60.270502645502646,,,19.578792,-99.039644
294,LLA,14,65.00720838794233,,,19.578792,-99.039644
295,LLA,15,65.29442282749676,,,19.578792,-99.039644
296,LLA,16,61.11089619600258,,,19.578792,-99.039644
297,LLA,17,52.85456885456885,,,19.578792,-99.039644
298,LLA,18,41.67989756722151,,,19.578792,-99.039644
299,LLA,19,29.487129987129986,,,19.578792,-99.039644
300,LLA,20,22.600641025641025,,,19.578792,-99.039644
301,LLA,21,18.37082262210797,,,19.578792,-99.039644
302,LLA,22,14.944015444015443,,,19.578792,-99.039644
303,LLA,23,12.533548387096774,,,19.578792,-99.039644
304,LPR,0,16.570093457943926,,,19.534727,-99.11772
305,LPR,1,15.643582640812557,,,19.534727,-99.11772
306,LPR,7,4.136963696369637,,,19.534727,-99.11772
307,LPR,8,6.315136476426799,,,19.534727,-99.11772
308,LPR,9,12.327227310574521,,,19.534727,-99.11772
309,LPR,10,22.22138047138047,,,19.534727,-99.11772
310,LPR,11,36.080341880341884,,,19.534727,-99.11772
311,LPR,12,50.409246575342465,,,19.534727,-99.11772
312,LPR,13,60.445762711864404,,,19.534727,-99.11772
313,LPR,14,64.40454163162322,,,19.534727,-99.11772
314,LPR,15,63.36120401337793,,,19.534727,-99.11772
315,LPR,16,59.243718592964825,,,19.534727,-99.11772
316,LPR,17,52.04121110176619,,,19.534727,-99.11772
317,LPR,18,41.83711167086482,,,19.534727,-99.11772
318,LPR,19,31.998331943286072,,,19.534727,-99.11772
319,LPR,20,25.742762613730356,,,19.534727,-99.11772
320,LPR,21,21.699004975124378,,,19.534727,-99.11772
321,LPR,22,18.629660314830158,,,19.534727,-99.11772
322,LPR,23,17.278973509933774,,,19.534727,-99.11772
323,MER,0,8.598757763975156,43.35425383542538,21.177824267782427,19.42461,-99.119594
324,MER,1,8.10952380952381,42.84935654806964,21.839515518546555,19.42461,-99.119594
325,MER,7,2.0109636468551644,59.08698412698413,30.303492063492065,19.42461,-99.119594
326,MER,8,3.552023121387283,66.35664335664336,32.66497139224412,19.42461,-99.119594
327,MER,9,8.223447475333721,69.53782051282052,35.17051282051282,19.42461,-99.119594
328,MER,10,17.32764705882353,72.03723056825604,38.78772044415415,19.42461,-99.119594
329,MER,11,30.740873728306404,70.82266666666666,39.658,19.42461,-99.119594
330,MER,12,46.451593505712566,65.63868368032236,37.29012760241773,19.42461,-99.119594
331,MER,13,60.11926058437686,60.035546613011405,33.68477531857813,19.42461,-99.119594
332,MER,14,66.96994696523277,55.807076101468624,30.255006675567422,19.42461,-99.119594
333,MER,15,66.02335084646819,53.968666666666664,27.371333333333332,19.42461,-99.119594
334,MER,16,59.71329077190946,53.07446808510638,25.315824468085108,19.42461,-99.119594
335,MER,17,50.02843876958793,53.32114361702128,23.61901595744681,19.42461,-99.119594
336,MER,18,36.87077997671711,52.82878081279147,21.651565622918053,19.42461,-99.119594
337,MER,19,24.243731778425655,52.617259552042164,20.607378129117258,19.42461,-99.119594
338,MER,20,17.41443538998836,50.36028928336621,20.38198553583169,19.42461,-99.119594
339,MER,21,13.70267131242741,47.0658838878017,20.340508806262232,19.42461,-99.119594
340,MER,22,11.005813953488373,45.11929595827901,20.479791395045634,19.42461,-99.119594
341,MER,23,9.334109429569267,44.48140900195695,21.091324200913242,19.42461,-99.119594
342,MGH,0,13.092929292929293,26.962321792260692,17.370672097759673,19.40405,-99.202603
343,MGH,1,12.22183908045977,26.032332563510394,17.34526558891455,19.40405,-99.202603
