id_station,anio,CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2,TMP,UVA,WSP,dia,hora,mes
TLI,2015,0.5969555555555597,18.332443851456528,25.800978430064486,44.13297754058261,28.756828780812793,49.990409356725145,,,5.303269447576099,,,,15.68421052631579,13.571174772373974,4.518765267599378
TLI,2016,0.47858461538461133,15.35277610743636,22.490679494888756,37.838845460012024,31.88535283652896,47.474427562593625,,,5.606073386756643,,,,16.808657837517295,13.609211306582328,7.646768135995256
TLI,2017,0.5856561169720543,17.476618405724746,24.962556165751373,42.44433349975037,32.2765717961087,57.044466567114654,,,7.414174252275683,,,,15.472744814278823,13.618748995015276,6.289274803022994
TPN,2013,,12.679723969961437,19.5630200933631,32.241120357215344,33.64549825899519,,,,3.11609098567818,15.48914522821574,,2.4251015572105628,15.357486320676506,13.489636876139944,6.782125683966175
TPN,2014,,13.27239181482724,19.30828581013083,32.57128480375713,36.207110514841524,,,,2.4443249058633674,16.513080840229183,,2.28349834983499,15.570518195539158,13.515512326010397,6.968639946335737
TPN,2015,,12.437282229965156,21.00609756097561,33.48867595818815,39.823982737361284,,,,2.3684668989547037,,,2.4561422413793124,15.042231812577066,13.542231812577066,3.6880394574599262
UAX,2013,0.7779186639863975,14.484594264795607,26.603111653447225,41.08999389871873,35.623665751753585,,23.261153054221,,3.8459737827715355,,,,15.573345532174443,13.681915218054284,6.556419640134187
UAX,2014,0.750030988534243,13.989387613082812,26.085942936673625,40.073242867084204,32.41031598513011,,19.346662366978393,,2.96484867591425,,,,15.61276332094176,13.618959107806692,6.645136307311028
UAX,2015,0.6602058055598318,13.213249885513662,23.54724469546634,36.72904900015265,35.71070952451489,,19.749726605217933,,2.6112759643916914,19.123628013777296,,2.164784889821623,15.815434750407347,13.575470300696193,6.482150792475188
UAX,2016,0.5038834951456295,12.325347169235465,24.04272852128796,36.36059819929803,37.929520072441896,,20.853425985778927,,3.3242363157078616,18.83018925988618,,2.240775360098075,15.650920615756112,13.591156051916691,6.361153033504377
UAX,2017,0.6572327044025185,10.80548322867208,24.076428243222544,34.8646040741308,39.51655025812329,,21.731615673644658,,3.230383211678832,17.831042400122445,,2.2090630740967563,15.611448527178863,13.62450652900091,6.508958396598846
UIZ,2013,0.940698289543292,21.539409616555083,30.246195982958003,51.7915398660986,32.43618960802188,50.94956794972506,26.21209740769835,24.737627651217597,4.54124592201336,,,,15.708447280461865,13.485566697052567,6.40990580370708
UIZ,2014,0.8331773270930888,21.170019371181642,29.360005960363583,50.52674713157503,32.61552185548617,49.53097486793661,25.36641587962222,24.15495437810149,3.8120625465376023,,,,15.680344930121915,13.55367231638418,6.555753791257805
UIZ,2015,0.8442475217783091,19.03135339530487,29.392941547187647,48.416259650228454,33.30353955978584,49.56624203821656,26.778980891719744,22.768312101910826,4.050863723608446,18.647404018301135,,2.1035408792520376,15.657792980368828,13.57733491969066,6.546549672813802
UIZ,2016,0.7461538461538487,17.941906107709215,28.89119170984456,46.834039880672,31.563625173103553,52.30289655172414,26.451862068965518,25.85489655172414,3.8373840741925167,18.43705185413148,,2.4680363188673513,15.563625173103555,13.562701954146792,6.444376057855054
UIZ,2017,0.6839970636814148,16.19219440353461,27.65261413843888,43.853645066273934,36.60578139114725,,,,4.063897763578275,18.99477977161504,,2.3992928377153286,15.289792231255646,13.57416440831075,6.649322493224933
VIF,2013,0.7250343878954612,14.856613102595798,19.07679233621755,33.93309641532756,33.67562204243627,65.70733279613215,,,6.312707182320442,17.652993827160497,,2.166522877830846,16.060448786444816,13.47931613494123,6.6695161044115405
VIF,2014,0.6105637065637088,15.225247123642845,19.980554205153137,35.206449521957545,32.56362795002314,59.537256156060124,,,5.37696251201538,16.904547026279406,,2.0743176178660097,15.45765849143915,13.53262378528459,6.562548202992442
VIF,2015,0.5357677419354848,12.832421162366431,19.186343497524106,32.000521240552516,33.204129032258066,57.38481883099709,,,4.933144037170883,17.426144676239502,,2.1566235864297307,15.029677419354838,13.53625806451613,4.344774193548387
VIF,2016,0.42713606089438266,11.55544969512195,18.175114329268293,29.733993902439025,31.853323291282244,50.32734725746633,,,4.8507548251480985,18.768152257077283,,2.1414881407804103,16.151572208623612,13.581623046507248,7.727734889851252
VIF,2017,0.4846834581347875,11.491008734372324,17.993320774105154,29.47730775817777,32.02366387636832,60.13059841926985,,,5.703596878181202,18.234311512415374,,2.1218477910351594,15.415969092079845,13.62137797810689,6.828557630392788
XAL,2013,0.9428638718794142,41.15877480856384,33.06157212064385,74.22566025941553,30.654817586529468,73.50414044385558,34.19294468367009,39.30374296124545,7.008336057535142,18.931741140215692,,2.7082086534573446,15.860461490489554,13.652167134393514,6.557218584346741
XAL,2014,1.0271794008751294,35.93944353518822,29.41934897254046,65.36206583015094,28.611568858247857,66.72063393412057,33.322560596643875,33.38906152889994,4.5862359077906785,18.08187007874018,,2.8822440944881818,16.191693290734825,13.63931393980158,6.264334958802758
XAL,2015,1.1583723105706274,35.334034974093264,33.001619170984455,68.34148316062176,24.08185162477008,68.67342536669543,30.272217428817946,38.40163934426229,5.24604515435417,18.148933708050933,,2.756695250659622,16.05119558553035,13.57050889025138,6.730380134886572
XAL,2016,1.0154202514890862,33.82012195121951,30.19088753387534,64.01727642276423,26.470472117124526,68.16558279139569,27.651325662831415,40.51625812906453,5.080816461998008,17.885451227604474,,2.9840781198278594,15.881888468498108,13.605527224872512,6.600592202664912
XAL,2017,0.8993437900128091,32.52382506527415,30.654210182767624,63.175097911227155,33.06674029662354,80.80557024502028,31.41018861272695,49.39591045302309,5.011293965795418,18.216324908599578,,2.916174134095954,15.528557904701799,13.604133796150204,6.335121489428842
