id_station,anio,CO,NO,NO2,NOX,O3,PM10,PM2.5,PMCO,SO2,TMP,UVA,WSP,dia,hora,mes
CUA,2015,0.663012820512827,13.226470588235294,24.3374613003096,37.561455108359134,38.62716584158416,33.865574889116346,,,2.9530222361415595,14.946819787985897,,2.1216489950941666,15.771039603960396,13.575340346534654,6.758972772277228
CUA,2016,0.5820214533917578,10.920430433464686,21.94877235525917,32.87223401030615,40.483866103739444,33.58968401486989,,,3.026107594936709,14.730188092647234,,2.171677018633548,15.844089264173704,13.594390832328106,6.429282267792521
CUA,2017,0.5475039001560146,10.779823733081523,23.07459867799811,33.847497639282345,32.54746342981637,37.692424242424245,,,4.3784716516023,14.998860218458141,,2.171801389594992,15.698257080610022,13.628540305010894,6.452225334578276
CUT,2013,,16.5034141345169,18.439399112325027,34.931717309662,31.286909028844512,63.43288952860741,,,6.8518012634454495,15.310333863275062,,1.8343360995850633,15.638675541901348,13.47294760197986,6.905615292712067
CUT,2014,,17.057932123125493,17.980899763220204,35.04246250986583,27.1978559041463,56.30577022153529,,,5.89739102768056,15.77515815085155,,1.6926731226018643,15.653476273056913,13.55068579536497,6.782279678385622
CUT,2015,,16.851763094830538,19.577541937692573,36.42177336528586,26.57493598433499,57.07589424572317,,,6.066696983477338,16.15462649861666,,1.6372081790371966,15.557011598132249,13.567103479439675,6.473866546166591
CUT,2016,,18.443020193151888,19.555048287971903,37.99420544337138,24.67437779195916,56.72046344647519,,,6.53404496199256,16.215044103234263,0.9385451499680937,1.7928791104802488,15.798819400127632,13.596043395022336,6.460433950223357
CUT,2017,,17.872614429790534,18.65166795965865,36.514972847168345,34.090560833588725,55.994782932737095,,,7.407546578988571,16.26075851393189,0.19562871590560807,1.8553246753246775,15.65553171927674,13.60297272448667,6.503524364082133
FAC,2013,1.0328634650057344,30.78231939163498,28.96308618504436,59.75332699619772,31.88371361132966,46.29122162883845,,,7.104342293621759,18.367055201231537,,2.0593506286805696,15.946656176239182,13.452242328874902,6.7940204563335955
FAC,2014,0.9732277638005025,32.00744454573078,29.291096931024004,61.28836219993923,31.800383593980524,43.35887281035796,,,6.099542165115936,18.506867749420024,,1.982889066241022,15.751991737975803,13.579521982885806,6.520802596636176
FAC,2015,0.8877006172839497,30.159819639278556,28.920340681362724,59.055945223780896,32.24892041949414,44.30493555485696,,,6.508019740900679,18.644330734242992,,1.8953980099502514,15.623226403454657,13.57048118445404,6.5101789019124
FAC,2016,0.8269918156004733,26.145871713280858,28.570926143024618,54.7224920448836,33.28518575612764,39.833791552111975,,,6.032756900565348,18.504482373584366,0.8476671805148763,1.9485723400861539,15.765839371049791,13.582703869277015,6.401109912131957
FAC,2017,0.6882622488544291,24.75696622993172,28.091160730762134,52.84517438641816,34.37057919015889,44.92062561094819,,,6.55931022469953,18.568327341208676,0.36782419272168104,1.9708183708183808,15.47326157526055,13.636767469673671,6.330257987356911
GAM,2015,,,,,28.102076124567475,,44.955882352941174,,,17.247404844290653,,1.7510380622837358,15.975778546712803,13.586505190311419,12.0
GAM,2016,,,,,35.64156486779032,,,,,18.78593532415291,,2.3657284256108873,15.325653316839338,13.592856038348538,6.47239832998299
GAM,2017,,,,,36.68553952321204,,26.1700325732899,,,18.83051470588238,,2.268323839116179,15.686323713927226,13.614648682559599,6.579673776662484
HGM,2013,0.9362987206188645,24.568376068376068,34.82149901380671,59.40187376725838,30.65280047541227,52.73653297533143,28.633663366336634,24.089612351065615,6.295393359258151,18.75384921424312,,1.9574576617016906,15.66483434853662,13.666171445550438,6.496657257465459
HGM,2014,0.8953715898400769,21.832693473428975,32.98908870478885,54.820165690038394,26.028503562945367,44.06129263057477,24.973288814691152,19.08967326496542,3.848966904370086,19.10371493555721,,1.8495447647951444,15.7535172665814,13.645898044947927,7.501370363603143
HGM,2015,0.8793648068669528,20.6316328271626,33.3378263095035,53.98310868452482,28.405383360522023,48.48604333398399,27.40874487604919,21.076322467304315,4.754578155657292,19.268666666666668,,1.8465292584695603,16.07716150081566,13.57030995106036,6.190538336052202
HGM,2016,0.6443510586714103,18.86647113306576,31.534424205001542,50.39749922815684,34.73818398687938,40.70547295159759,25.480227776020246,15.235368554254983,4.776058876539501,17.990283715507232,,1.9054524361948935,15.544654838228716,13.596391829431937,6.43342776203966
HGM,2017,0.659622832126624,16.65887460343964,31.35732175655368,48.0280514276173,36.10521356783919,46.035516687488844,25.779225414956272,20.251472425486348,4.850388703791845,19.023964847050884,,1.8392193308550102,15.68483040201005,13.621545226130653,6.557003768844221
INN,2015,0.35225653206650737,,,,34.529439252336445,22.280762564991335,15.636048526863085,6.626227614095899,3.227022780832679,6.569118718135467,,1.7418062636562308,15.894859813084112,13.692990654205607,10.078971962616823
INN,2016,0.25744637798462366,,,,42.62184146763586,21.98985415345593,14.430564362714014,7.568830619581306,2.2161872431659817,11.976462264150971,,1.7996459759263734,15.607995846313603,13.58601592246452,6.651436483212184
INN,2017,0.22368009385999807,,,,41.923176601258795,25.68248807975726,15.55071521456437,10.133723450368445,2.6099870057545944,,,1.7733950883240004,15.666234727878564,13.602554609403924,7.050536838208071
IZT,2013,0.939729162693113,27.69402985074627,33.22294776119403,60.928171641791046,30.105760297305668,41.39921875,,,5.766800488741491,,,,15.73025704552493,13.468720966243419,6.502787240631775
IZT,2014,1.0315130260521055,27.193830497694385,34.13595166163142,61.32246780092225,30.998936008511933,38.27583039951018,,,4.3485157845139,,,,15.531843745250038,13.54810761513908,6.390940872473021
IZT,2015,1.1065041937015363,24.3179970436068,34.38821138211382,58.709349593495936,32.03098814229249,36.50200032005121,,,4.5249223729367545,,,,15.736442687747035,13.58197628458498,6.43098814229249
IZT,2016,0.9945864898989919,21.15772920270483,31.446139330083348,52.608271740839754,33.323274528009904,33.83103392306444,,,4.596035543403964,,,,15.697616836892603,13.601052305787682,6.612039616217889
IZT,2017,0.8193369235947535,18.015569709837226,31.060686482661005,49.08563340410474,36.05221282943809,38.88320784451059,,,4.651197604790419,,,,15.308635836234046,13.593071440411073,6.106083209017073
LLA,2013,,25.34726461610707,26.87109650152618,52.22517022775299,33.990932341315975,,,,5.407476635514018,,,,15.573587537781911,13.478028365496396,4.591490351081144
LLA,2014,,24.12224199288256,24.64715302491103,48.758718861209964,30.737792297111415,,,,4.254967469667663,,,,16.73744841815681,13.554160935350756,6.5868294360385145
LLA,2015,0.6493411420204974,21.93124616329036,23.548189073050953,45.47483118477594,29.173193250557148,,,,4.981206896551724,,,,15.606017191977077,13.588347659980897,6.478669213626234
LLA,2016,,,,,30.635479757730316,,,,4.894728061394728,,,,15.81893528849219,13.583200510041442,6.732387631495059
LLA,2017,0.5950965447154472,36.625,33.486486486486484,70.13513513513513,32.74411447915064,,,,4.693201444496781,,,,15.495922449607631,13.614863825203878,6.515002308047392
LPR,2013,0.9506639839034203,26.84710743801653,30.031068258340987,56.88429752066116,34.415766898387815,,,,4.685213648939441,,,,15.714539269338855,13.473006951634373,6.513681408075729
LPR,2015,0.6000000000000001,,,,26.98573975044563,,,,3.1874389051808407,,,,15.802807486631016,13.553030303030303,6.802807486631016
LPR,2016,0.6435275507513842,,,,32.79017949246957,,,,2.7572657521506625,,,,16.212089952547966,13.601402929647204,8.153909634825665
LPR,2017,0.7457667059417608,,,,34.53719135802469,,,,4.359480921944606,,,,15.62283950617284,13.622993827160494,6.506635802469136
MER,2013,1.1968515971267013,33.91236189907435,37.44207226037623,71.36055538966856,28.526425487568854,58.043339899984844,27.0168207304137,31.028489165025004,5.76913893448739,18.651926550270883,1.3073215721304179,2.3720625465376033,15.713413726365937,13.67425934196814,6.533720410897722
MER,2014,1.1374363327674015,34.98709380041484,38.6789582853192,73.68103249596682,27.98300592454007,57.125160816026465,27.238191508913804,29.889358573791583,4.59616,18.35428617992181,1.3066970689117554,2.26343681404829,16.09011537262239,13.639226691612098,6.3875896476457745
MER,2015,1.1018914883026392,29.37392576339367,35.987200585116106,65.3635033827025,28.04843561973526,53.17262830482115,28.757387247278384,24.407931570762052,5.144666875195496,18.253835341365434,1.2775160950661828,2.281856677524433,15.7206678700361,13.580174488567991,6.50150421179302
MER,2016,0.9214237743451974,28.91011050634999,35.36483588982352,64.28055418109847,28.473846153846154,54.37537369207773,27.71655455904335,26.66311659192825,5.726755526657997,18.133420547706244,0.5774626720647775,2.3500737735153066,15.549311740890689,13.575222672064777,6.4048582995951415
MER,2017,0.7948926095044835,26.288986933650094,34.98303071440692,61.273544883760394,29.774474959612277,56.60608586911213,26.629637348895372,29.979991663192997,5.473093805885222,18.551853050655414,1.083479321486272,2.3040585263891353,16.173182552504038,13.625686591276253,6.450726978998384
MGH,2015,0.8168492933142769,25.63342275524696,30.932617958024302,56.56509389300931,30.186973180076627,39.26114551083592,24.902167182662538,14.356346749226006,3.979585571757483,18.48485160404868,,2.0196475498531554,15.779157088122606,13.590957854406131,6.449655172413793
MGH,2016,0.7869144756724104,22.509201497192763,30.6849656893325,53.194946974422955,32.524580424773504,36.36483648364837,23.037503750375038,13.326432643264326,4.7822520507084265,17.93421392942914,,2.1558264771877416,15.629734145254716,13.605079459379176,6.5088370711421355
MGH,2017,0.7087391594396258,21.005688472477832,29.35820645808934,50.35887569014556,33.1495,38.75473307180624,23.02217294900222,15.73528910114276,4.890392648287385,18.498066666666677,,2.1433590138674914,15.948833333333333,13.598333333333333,6.418
MON,2013,,12.215013320796114,13.917254348848143,26.141984015044663,37.335347900201455,,,,,17.31827266238392,0.91365055013172,2.28812812224508,15.610723694405703,13.47776228110956,6.39919417325275
MON,2014,,12.477738869434717,14.41053860263465,26.903785225946308,35.04138938484012,,,,,17.64599935212179,1.0641636098036042,2.106148623161074,16.05713358221068,13.54179516312287,6.485310826164584
MON,2015,0.3958897243107775,12.092827004219409,15.0084388185654,27.083216127519925,30.35332103321033,,,,1.6077210460772104,18.12923041261016,0.0,2.3331402085747457,16.098939114391143,13.592020295202952,8.158210332103321
MON,2016,0.3613412228796809,12.406454019772431,13.938630852452901,26.33501212460362,32.889685603971316,,,,1.5553745928338762,17.789310130515943,1.0637234785806218,2.484581760381482,15.939694796837655,13.596984739841883,7.236624379481523
MON,2017,0.42149606299212355,18.889740932642486,16.985492227979275,35.8420725388601,36.78663952627683,,,,2.1054875787912497,18.18924957841483,1.3806171354552181,2.4849396357683675,15.5519985196151,13.651369356032568,6.0875277572168764
MPA,2016,0.3501200960768654,,,,47.633580558623954,35.18652589240825,20.430534607005196,14.750796044913692,2.497024288241917,14.545071770334925,0.5958223133975061,2.7384974438764282,16.03345431592236,13.581978854347483,6.834622060912103
MPA,2017,0.3332891748675257,,,,49.66700285762313,39.46776677667767,21.977557755775578,17.495269526952697,2.9575757575757575,16.551348182883967,0.4450026895276524,3.0051072761194,15.072785342074297,13.636241385106741,6.488653555219365
NEZ,2013,0.9043766816143487,20.155823986194996,27.57998274374461,47.72942191544435,33.24258109040718,,24.038233240223462,,4.5497043606799705,18.098507462686555,,2.391570115860967,15.917184265010352,13.486542443064183,6.571083505866115
NEZ,2014,0.7822349570200575,17.282276995305164,26.99745696400626,44.28442879499217,33.86138968481375,,19.083255027250516,,2.9428683232244177,18.367590486039266,,2.504742547425471,15.47045128939828,13.55730659025788,6.18660458452722
NEZ,2015,0.791451709658069,16.104219852830756,27.518245982880313,43.62096410872503,31.809716599190285,,20.150946275946275,,3.218839058047098,17.548872799078495,,2.70105315122594,15.579847053531264,13.581346528714949,6.54985754985755
NEZ,2016,0.6294785326533955,15.175367706481332,25.84499757556166,41.01697106836916,32.3568124160573,,20.870972621388596,,3.3485133020344287,18.162558174448264,,2.7183360864994808,15.729891061035666,13.591255036561707,6.481719146396061
NEZ,2017,0.7201684498065132,16.360442420299286,25.841899804814574,42.19063109954457,27.297313198666405,,23.40080808080808,,3.4407640723430197,17.204279279279298,,2.660681976339602,15.098254559717592,13.599921553245734,6.821533634045891
PED,2013,0.5568960149439625,13.860129111589302,26.448662772825084,40.300030740854595,35.20524150540911,46.62573385518591,24.025277234181345,22.60013046314416,4.29773156899811,17.73656786271452,1.3825657473716277,2.1337644125895943,15.618467164406521,13.654121590735944,6.587383818375743
PED,2014,0.5459066564651921,13.697030699547057,26.22227814125147,39.91847005535984,32.21117300131061,43.04033892061153,21.99852643212378,21.056548167249954,3.6828988358747337,16.773766666666635,1.3734547837483648,2.039266666666676,15.932667103538662,13.629259501965924,6.336664482306684
PED,2015,0.5723898278313111,11.961064563824545,25.9434861179563,37.90816494167899,36.20904304738309,42.31563536990045,22.922311145813,19.401522545383564,4.135032067949385,17.98452566096422,1.3331062248374121,2.0311605476042414,16.089191700216784,13.588882006813256,6.706565500154847
PED,2016,0.541725806451617,10.279208239459285,24.871258448664307,35.15239781139363,37.9185326345879,,,,3.7667440318302385,17.784072398189995,1.2993398443703355,2.094950226244339,15.283785929807845,13.608543750992537,6.666349055105606
PED,2017,0.5184884852416523,8.361443858808498,25.17856572432519,33.53234307618591,40.42261810084301,,,,4.248303462676179,18.019749518304405,1.3846087163989185,2.0968287186091508,15.925719739144267,13.629393987593447,6.375695880388102
SAG,2013,,21.741269568209187,24.56855324273181,46.30947875451574,30.459083890890376,50.828013861024985,23.725150465073863,27.098303848258254,3.9807904614705234,18.58481686541739,0.0,2.0330407847186445,15.857951621204323,13.473494595985589,7.117344312918168
SAG,2014,0.971084337349396,22.593114754098362,25.358524590163935,47.964262295081966,28.783401446086135,49.51378660729577,23.028258263401266,26.488268539133415,4.324864561927891,18.363576881134122,0.9306127004086785,1.865916122378823,15.557371895630306,13.533951587551085,6.564916692863879
SAG,2015,0.8386074074074065,19.01013563869429,23.873751676851988,42.88284394097481,30.148438656208377,48.01127521041766,24.414324281403843,23.59758615213594,4.939129146919432,18.968862721717066,1.4241240195352987,1.8388880608138394,15.738789403581471,13.578659168269942,6.5144294805387
SAG,2016,0.7553819742489315,17.780782508630608,23.404487917146145,41.183352512466435,30.457844869118354,48.67201639064368,23.42701041488817,25.247567013829606,4.962702437428431,18.985621584699498,0.5695395856752856,1.8142759562841586,15.801188373213426,13.589850650393448,6.47663401316846
SAG,2017,0.6434226659660248,17.530846738554004,24.058688350715926,41.593424076365565,32.071157822191594,56.89643744821873,25.24081745374206,31.648991991162664,4.627709537572255,19.170204293628764,1.180084252239834,1.6800346320346347,15.887663680220538,13.591488628532046,6.830978635423846
SFE,2013,0.628702710981778,11.998479087452472,24.813079847908746,36.81779467680608,35.15853473172215,41.934005812959484,23.280731749016926,18.665070952299537,3.74356999845988,16.158825342993634,1.4889323605411162,2.523490034991626,15.645538835689315,13.68156254749962,6.535187718498252
SFE,2014,0.5652690989719878,11.961945392491467,25.05221843003413,37.01160409556314,35.04382871536524,40.04486486486486,20.153693693693693,19.893333333333334,3.7422983731394948,16.28211217786754,1.5079974811083154,2.3820923180593083,15.497732997481108,13.649034424853065,6.209571788413098
SFE,2015,0.5586497890295373,10.509440684004275,23.77841111506947,34.29782686141788,39.2836527621195,41.398048780487805,22.429756097560976,18.975609756097562,2.3607971445568112,16.015337142857096,1.7334692220969572,2.4639661426844084,15.558511837655017,13.567531003382188,4.5222096956031566
SFE,2016,0.5761966087143233,8.234863176039646,20.322775263951733,28.552036199095024,39.87220109843684,,,,3.0367285927824046,16.31547056295662,0.40659378960709786,2.478638900815814,15.823616392057456,13.610266159695817,7.92120828052387
SFE,2017,0.4299617834394925,9.411644724643056,22.666419432597813,32.06526979417764,33.97599261311173,39.75879396984924,21.53894472361809,18.219849246231156,3.9259122059640674,15.961912689604107,1.0568437673130207,2.4803366629670824,15.307294552169898,13.605355493998154,6.189473684210526
SJA,2013,0.766142208774585,29.495431314852098,30.461514635279542,59.94966702803159,29.27378611405234,,22.676378446115287,,5.27561669829222,,,,15.856602631977008,13.457116926334896,6.533807290878839
SJA,2014,0.7563607370659118,30.21061209706628,29.9380659181456,60.145961608113005,30.68444666001994,,19.85427666314678,,4.2146657798470235,,,,15.726487205051512,13.501163177135261,6.457959454968428
SJA,2015,0.672852071005917,24.845165435271443,31.055573401863153,55.90266623835529,34.68113039608367,,20.051775486827033,,3.5923453493546953,,,,15.774810858923008,13.549621717846017,4.5122385402759235
SJA,2016,0.8661718749999985,18.51616877117339,26.31413612565445,44.82568524792116,31.32157569515963,,,,2.537464350531501,,,,16.360195674562306,13.60684860968074,8.766220391349124
SJA,2017,0.8068337617823456,20.544246839511462,29.255069370330844,49.70693703308431,36.85930505222767,,,,3.2097856678934833,,,,15.234704753783841,13.62332125346408,4.791089319974419
SUR,2013,1.0083174603174612,21.614070507842833,30.194595434073612,51.80323031526635,33.68378712871287,44.338240214118436,,,5.2472484886064175,18.21806367771278,,2.2169000933706777,15.798886138613861,13.484993811881187,6.532487623762377
SUR,2014,1.0675248775864783,21.78084339238125,30.691957987145322,52.48142342059884,33.78364405451982,39.57212374000695,,,3.7920068027210885,18.819927397783765,,2.1173613287370827,15.439291869027103,13.486135046216512,6.409995300015667
SUR,2015,1.0636986301369897,22.717656012176562,30.19330289193303,52.89345509893455,34.254658385093165,42.36988171064604,,,3.658869395711501,,,2.2246318607764426,15.554125998225377,13.47338065661047,2.5013309671694763
TAH,2013,0.6289971163088738,8.717824773413897,18.70060422960725,27.380362537764352,38.31169026815306,47.830942288881644,,,3.496244836650394,16.829308726931533,,2.2786561264822116,15.696143416691775,13.447423922868333,6.517475143115396
TAH,2014,0.6188984691184288,9.090167790497098,18.135016465422613,27.230515916575193,38.07713125845738,43.58302079781794,,,2.5404058383766466,18.16388504687261,,2.241576433121023,15.699443692677793,13.543827995790107,6.54127198917456
TAH,2015,0.4165086705202311,6.97697444163021,16.99102003223578,23.965001151277917,40.08157169117647,39.94363103953148,,,2.68423563081326,18.379633544749847,,2.3532064834390423,15.619485294117647,13.555836397058824,4.477022058823529
TAH,2016,0.43328482328482165,7.12795089707271,17.915722379603398,25.02431539187913,38.9015780730897,40.745263638438715,,,2.154402381965121,18.555557868442968,,2.360907577019154,16.26183554817276,13.59468438538206,7.833264119601329
TAH,2017,0.5217210794489519,8.224606937858747,20.776447105788424,28.984780439121757,42.05032325703302,52.80905201531186,,,3.0310823311748383,17.958080260303646,,2.2703181489515587,15.42180674471431,13.607548488554954,6.359951074611218
TLA,2013,1.0537751134154236,33.431210500729215,34.34807972775887,67.77491492464755,29.55243626976444,60.581344902386114,28.37293509093943,32.205573168696816,8.595022624434389,18.110981018272202,1.3354093255889004,2.1603214737222265,15.598096160051629,13.75863181671507,6.4064214262665375
TLA,2014,0.9896709025741285,33.37663412212477,33.46880688399801,66.83782889293397,28.869133858267716,56.27612620828014,25.972277950027358,30.302389202991062,7.452400064215765,17.94828897338402,1.2970622047244067,2.059869612459248,15.375590551181102,13.69007874015748,6.5444094488188975
TLA,2015,0.9784999229939927,31.409872259895916,34.511748935499135,65.90679703516795,27.925187406296853,55.66409431939979,28.75605573419078,26.908896034297964,7.54848112918073,17.944353281853257,1.2367398800599736,2.0688351225765116,15.777511244377811,13.600449775112443,6.474662668665667
TLA,2016,0.8865479723046495,29.418710110849847,33.54568357406785,62.96069868995633,29.34196053057263,56.91340831994287,26.58257454026067,30.327441528298518,7.604700505957238,17.742727122290248,0.33954966030410855,2.1914168039538735,15.506632157877709,13.599644128113878,6.430928502102879
TLA,2017,0.6808640895574661,25.739837398373982,33.997498436522825,59.71899103606421,30.098467894646237,56.83915789473684,27.034315789473684,29.805263157894736,8.036784025223332,18.225314581791267,1.1109788259597189,2.116771333579614,16.226717163022897,13.649853675331382,6.947323119297642
TLI,2013,0.684712436506641,20.65424806905952,26.25336968044828,46.911101014690296,31.226743306610196,50.945016077170415,,,7.905871670702179,,,,15.538496445318408,13.45348661322039,6.4790500680683705
TLI,2014,0.6360911777121094,20.267936703026578,27.178214779536027,47.45198955292672,27.845262845262845,46.749674539706156,,,5.848795180722892,,,,15.644936144936144,13.54930204930205,6.486486486486487
