ID,Nombre,Dirección,Número,Código po,districtCo,Colonia,altitude,nearbyStat,location/l,location_1,Tipo de es,nearbySt_1,nearbySt_2,nearbySt_3,nearbySt_4,nearbySt_5,punto_geo,CVE_AGEB,CVE_MUN,CVE_LOC,CVE_ENT,MOVEMENT_I,DISPLAY_NA
"299",299 ROMERO DE TERREROS-MIER Y PESADO,299 - Romero De Terreros-Mier Y Pesado,S/N,"3103",DVN,Del Valle Norte,,"292",19.394601000000002,-99.165053999999998,BIKE,"298","318",,,,"19.394601,-99.165054","0242","014","0001","09","4625",Movement Zone 4625
"318",318 LUZ SAVIÑÓN-AMORES,318 - Luz Saviñón-Amores,S/N,"3103",DVN,Del Valle Norte,,"299",19.392249000000000,-99.164126999999993,BIKE,"317","319",,,,"19.392249,-99.164127","0242","014","0001","09","4625",Movement Zone 4625
"292",292 ADOLFO PRIETO-EJE 4 SUR XOLA,292 - Adolfo Prieto-Eje 4 Sur Xola,S/N,"3103",DVN,Del Valle Norte,,"283",19.396916999999998,-99.166263999999998,BIKE,"293","299",,,,"19.396917,-99.166264","0242","014","0001","09","4625",Movement Zone 4625
"297",297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,297 - Diagonal San Antonio-Enrique Rébsamen,S/N,"3020",NAR,Narvarte Poniente,,"295",19.394411999999999,-99.158906999999999,BIKE,"296","320",,,,"19.394412,-99.158907","0064","014","0001","09","4626",Movement Zone 4626
"280",280 ANAXÁGORAS-OBRERO MUNDIAL,280 - Anaxágoras-Obrero Mundial,S/N,"3020",NAR,Narvarte Poniente,,"276",19.401499999999999,-99.156406000000004,"BIKE,TPV","277","281",,,,"19.4015,-99.156406","0064","014","0001","09","4626",Movement Zone 4626
"281",281 PITÁGORAS-LA MORENA,281 - Pitágoras-La Morena,S/N,"3020",NAR,Narvarte Poniente,,"276",19.398531999999999,-99.157308000000000,BIKE,"280","295",,,,"19.398532,-99.157308","0064","014","0001","09","4626",Movement Zone 4626
"295",295 ANAXÁGORAS-EJE 4 SUR XOLA,295 - Anaxágoras-Eje 4 Sur Xola,S/N,"3020",NAR,Narvarte Poniente,,"281",19.396328000000000,-99.156870999999995,"BIKE,TPV","296","297",,,,"19.396328,-99.156871","0064","014","0001","09","4626",Movement Zone 4626
"296",E296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,296 - Diagonal San Antonio-Enrique Rébsamen,S/N,"3020",NAR,Narvarte Poniente,,"295",19.394283000000001,-99.158755999999997,ELECTRIC_BIKE,"297","300",,,,"19.394283,-99.158756","0064","014","0001","09","4626",Movement Zone 4626
"362",362 AUGUSTO RODIN-ALBERTO BALDERAS,362 - Augusto Rodin-Alberto Balderas,S/N,"3710",CDD,Ciudad de los Deportes,,"367",19.382207000000001,-99.181043000000003,BIKE,"368",,,,,"19.382207,-99.181043","0577","014","0001","09","4630",Movement Zone 4630
"354",354 BOSTON-AV. INSURGENTES,354 - Boston-Av. Insurgentes,S/N,"3720",NBU,Noche Buena,,"353",19.381665000000002,-99.176685000000006,BIKE,"361","369",,,,"19.381665,-99.176685","0577","014","0001","09","4630",Movement Zone 4630
"348",348 INDIANA-AVENIDA SAN ANTONIO,348 - Indiana-Avenida San Antonio,S/N,"3710",CDD,Ciudad de los Deportes,,"347",19.385365000000000,-99.178216000000006,BIKE,"349","350",,,,"19.385365,-99.178216","0577","014","0001","09","4630",Movement Zone 4630
"353",353 CAROLINA-HOLBEIN,353 - Carolina-Holbein,S/N,"3710",CDD,Ciudad de los Deportes,,"354",19.382168000000000,-99.178808000000004,"BIKE,TPV","361","362",,,,"19.382168,-99.178808","0577","014","0001","09","4630",Movement Zone 4630
"367",367 BOSTON -AUGUSTO RODÍN,367 - Boston -Augusto Rodín,S/N,"3720",NBU,Noche Buena,,"362",19.379460000000002,-99.181631999999993,BIKE,"363","366",,,,"19.37946,-99.181632","0577","014","0001","09","4630",Movement Zone 4630
"369",369 PORFIRIO DÍAZ-AV. INSURGENTES,369 - Porfirio Díaz-Av. Insurgentes,S/N,"3740","1",Ampliación Granada,,"367",19.379884000000001,-99.177477999999994,"BIKE,TPV","368",,,,,"19.379884,-99.177478","0577","014","0001","09","4630",Movement Zone 4630
"366",366 PORFIRIO DÍAZ-AUGUSTO RODÍN,366 - Porfirio Díaz-Augusto Rodín,S/N,"3740",EXI,Extremadura Insurgentes,,"362",19.378344999999999,-99.181972999999999,BIKE,"367","368",,,,"19.378345,-99.181973","0577","014","0001","09","4630",Movement Zone 4630
"347",347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,347 - Pennsylvania-Maximino Avila Camacho,S/N,"3710","1",Ampliación Granada,,"334",19.384378000000002,-99.176096999999999,"BIKE,TPV","346","348",,,,"19.384378,-99.176097","0577","014","0001","09","4630",Movement Zone 4630
"368",368 PORFIRIO DÍAZ-CINCINATTI,368 - Porfirio Díaz-Cincinatti,S/N,"3740","1",Ampliación Granada,,"366",19.379245999999998,-99.179344000000000,BIKE,"367","369",,,,"19.379246,-99.179344","0577","014","0001","09","4630",Movement Zone 4630
"441",441 PUENTE XOCO-REAL DE MAYORAZGO,441 - Puente Xoco-Real De Mayorazgo,S/N,"3330",XOC,Xoco,,"433",19.361215000000001,-99.167527000000007,BIKE,"440","442",,,,"19.361215,-99.167527","0952","014","0001","09","4635",Movement Zone 4635
"442",442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,442 - Real De Mayorazgo-Avenida México-Coyoacan,S/N,"3330",XOC,Xoco,,"432",19.359905000000001,-99.165300000000002,"BIKE,TPV","443","444",,,,"19.359905,-99.1653","0952","014","0001","09","4635",Movement Zone 4635
"426",426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE,426 - Cerrada De Popocatepetl-Av. Popocatepetl (Eje,S/N,"3330",XOC,Xoco,,"411",19.365518999999999,-99.166016999999997,BIKE,"412","425",,,,"19.365519,-99.166017","0952","014","0001","09","4635",Movement Zone 4635
"379",379 DR. ROBERTO GAYOL-MIGUEL LAURENT,379 - Dr. Roberto Gayol-Miguel Laurent,S/N,"3104","1",Ampliación Granada,,"378",19.375751000000001,-99.170839999999998,BIKE,"380","395",,,,"19.375751,-99.17084","0740","014","0001","09","4637",Movement Zone 4637
"378",378 MIGUEL LAURENT-AMORES,378 - Miguel Laurent-Amores,S/N,"3104",DVS,Del Valle Sur,,"372",19.375823000000000,-99.168075999999999,BIKE,"373","379",,,,"19.375823,-99.168076","0740","014","0001","09","4637",Movement Zone 4637
"372",372 DR. ROBERTO GAYOL-TLACOQUEMECATL,372 - Dr. Roberto Gayol-Tlacoquemecatl,S/N,"3104","1",Ampliación Granada,,"373",19.377970000000001,-99.170288999999997,"BIKE,TPV","378","379",,,,"19.37797,-99.170289","0740","014","0001","09","4637",Movement Zone 4637
"337",337 SAN BORJA-MARTÍN MENLALDE,337 - San Borja-Martín Menlalde,S/N,"3100",DVC,Del Valle Centro,,"324",19.384848999999999,-99.167040000000000,"BIKE,TPV","336","338",,,,"19.384849,-99.16704","0401","014","0001","09","4638",Movement Zone 4638
"324",324 AMORES-AVENIDA EUGENIA,324 - Amores-Avenida Eugenia,S/N,"3100",DVC,Del Valle Centro,,"323",19.387246800000000,-99.165655400000006,BIKE,"336","337",,,,"19.3872468,-99.1656554","0401","014","0001","09","4638",Movement Zone 4638
"343",343 ENRIQUE RÉBSAMEN-DIVISIÓN DEL NORTE,343 - Enrique Rébsamen-División Del Norte,S/N,"3100",DVC,Del Valle Centro,,"338",19.384098999999999,-99.160826000000000,BIKE,"341","344",,,,"19.384099,-99.160826","0416","014","0001","09","4639",Movement Zone 4639
"338",338 NICOLAS SAN JUAN-SAN BORJA,338 - Nicolas San Juan-San Borja,S/N,"3100",DVC,Del Valle Centro,,"324",19.384249000000001,-99.163273000000004,BIKE,"336","337",,,,"19.384249,-99.163273","0416","014","0001","09","4639",Movement Zone 4639
"344",344 HERIBERTO FRÍAS-ANGEL URRAZA EJE 6 SUR,344 - Heriberto Frías-Angel Urraza Eje 6 Sur,S/N,"3100",DVC,Del Valle Centro,,"338",19.382107000000001,-99.162243000000004,BIKE,"343","358",,,,"19.382107,-99.162243","0416","014","0001","09","4639",Movement Zone 4639
"371",371 TLACOQUEMECATL-CAPULIN,371 - Tlacoquemecatl-Capulin,S/N,"3200",TLA,Tlacoquemecatl,,"361",19.378541999999999,-99.174328000000003,BIKE,"369","370",,,,"19.378542,-99.174328","0721","014","0001","09","4643",Movement Zone 4643
"380",380 MORAS-SAN LORENZO,380 - Moras-San Lorenzo,S/N,"3200",TLA,Tlacoquemecatl,,"392",19.374876000000000,-99.173512000000002,BIKE,"393","394",,,,"19.374876,-99.173512","0721","014","0001","09","4643",Movement Zone 4643
"392",392 PATRICIO SANZ-FELIX CUEVAS,392 - Patricio Sanz-Felix Cuevas,S/N,"3200",TLA,Tlacoquemecatl,,"380",19.373006700000001,-99.174774900000003,BIKE,"393","394",,,,"19.3730067,-99.1747749","0736","014","0001","09","4644",Movement Zone 4644
"395",395 SAN LORENZO-CALLEJÓN MARTÍN MENLALDE,395 - San Lorenzo-Callejón Martín Menlalde,S/N,"3104",DVS,Del Valle Sur,,"379",19.373742000000000,-99.169814000000002,BIKE,"394","396",,,,"19.373742,-99.169814","0736","014","0001","09","4644",Movement Zone 4644
"394",394 DR. ROBERTO GAYOL-FELIX CUEVAS,394 - Dr. Roberto Gayol-Felix Cuevas,S/N,"3104",DVS,Del Valle Sur,,"393",19.372437000000001,-99.171592000000004,BIKE,"395","396",,,,"19.372437,-99.171592","0736","014","0001","09","4644",Movement Zone 4644
"413",413 PARROQUIA-AVENIDA COYOACÁN,413 - Parroquia-Avenida Coyoacán,S/N,"3104",DVS,Del Valle Sur,,"396",19.369782000000001,-99.171906000000007,BIKE,"414","424",,,,"19.369782,-99.171906","0736","014","0001","09","4644",Movement Zone 4644
"393",393 ADOLFO PRIETO-FELIX CUEVAS,393 - Adolfo Prieto-Felix Cuevas,S/N,"3200",TLA,Tlacoquemecatl,,"380",19.372796000000001,-99.172557999999995,"BIKE,TPV","392","394",,,,"19.372796,-99.172558","0736","014","0001","09","4644",Movement Zone 4644
"376",376 PITÁGORAS-AV. UNIVERSIDAD,376 - Pitágoras-Av. Universidad,S/N,"3650",LEV,Letran Valle,,"374",19.375442000000000,-99.161595000000005,BIKE,"375","377",,,,"19.375442,-99.161595",076A,"014","0001","09","4645",Movement Zone 4645
"403",403 UXMAL-MUNICIPIO LIBRE,403 - Uxmal-Municipio Libre,S/N,"3310",SCA,Santa Cruz Atoyac,,"401",19.371371000000000,-99.158638999999994,BIKE,"402","405",,,,"19.371371,-99.158639",076A,"014","0001","09","4645",Movement Zone 4645
"402",402 UXMAL-MUNICIPIO LIBRE,402 - Uxmal-Municipio Libre,S/N,"3310","1",Ampliación Granada,,"401",19.370945200000001,-99.158722299999994,"BIKE,TPV","403","405",,,,"19.3709452,-99.1587223",076A,"014","0001","09","4645",Movement Zone 4645
"375",375 TENAYUCA-DIVISIÓN DEL NORTE,375 - Tenayuca-División Del Norte,S/N,"3650",LEV,Letran Valle,,"359",19.376864999999999,-99.158817999999997,BIKE,"374","376",,,,"19.376865,-99.158818",076A,"014","0001","09","4645",Movement Zone 4645
"404",404 MIGUEL LAURENT-AVENIDA DIVISIÓN DEL NORTE,404 - Miguel Laurent-Avenida División Del Norte,S/N,"3650",LEV,Letran Valle,,"402",19.373812999999998,-99.157387000000000,BIKE,"403","405",,,,"19.373813,-99.157387","0774","014","0001","09","4646",Movement Zone 4646
"405",405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE,405 - División Del Norte-Municipio Libre,S/N,"3303",PON,Portales Norte,,"402",19.370619000000001,-99.156626000000003,BIKE,"403","404",,,,"19.370619,-99.156626","0774","014","0001","09","4646",Movement Zone 4646
"414",414 PARROQUIA-JOSÉ IGNACIO BARTOLACHE,414 - Parroquia-José Ignacio Bartolache,S/N,"3104",DVS,Del Valle Sur,,"413",19.370187000000001,-99.173711999999995,BIKE,"415","423",,,,"19.370187,-99.173712","0806","014","0001","09","4647",Movement Zone 4647
"416",416 RECREO-PARROQUÍA,416 - Recreo-Parroquía,S/N,"3104","1",Ampliación Granada,,"390",19.371307999999999,-99.177606999999995,BIKE,"391","415",,,,"19.371308,-99.177607","0806","014","0001","09","4647",Movement Zone 4647
"415",415 SAN FRANCISCO-PARROQUÍA,415 - San Francisco-Parroquía,S/N,"3104",DVS,Del Valle Sur,,"391",19.371497999999999,-99.176019999999994,BIKE,"414","416",,,,"19.371498,-99.17602","0806","014","0001","09","4647",Movement Zone 4647
"396",396 MARTÍN MENLALDE-FELIX CUEVAS,396 - Martín Menlalde-Felix Cuevas,S/N,"3104",DVS,Del Valle Sur,,"394",19.371554000000000,-99.170186999999999,BIKE,"395","413",,,,"19.371554,-99.170187","0810","014","0001","09","4648",Movement Zone 4648
"425",425 NICOLAS SAN JUAN-AVENIDA UNIVERSIDAD,425 - Nicolas San Juan-Avenida Universidad,S/N,"3104",DVS,Del Valle Sur,,"411",19.367087000000001,-99.167410000000004,BIKE,"412","426",,,,"19.367087,-99.16741","0810","014","0001","09","4648",Movement Zone 4648
"435",435 RODRIGUEZ SARO-AVENIDA COYOACÁN,435 - Rodriguez Saro-Avenida Coyoacán,S/N,"3230",ACT,Actipan,,"433",19.365154000000000,-99.172905999999998,BIKE,"434","438",,,,"19.365154,-99.172906","0810","014","0001","09","4648",Movement Zone 4648
"424",424 AMORES-JOSÉ MARÍA RICO (EJE 8),424 - Amores-José María Rico (Eje 8),S/N,"3104",DVS,Del Valle Sur,,"413",19.367208000000002,-99.170530999999997,BIKE,"425","435",,,,"19.367208,-99.170531","0810","014","0001","09","4648",Movement Zone 4648
"323",323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,323 - Concepción Beistegui-Gabriel Mancera,S/N,"3103",DVN,Del Valle Norte,,"319",19.389026000000001,-99.163403000000002,BIKE,"322","324",,,,"19.389026,-99.163403","0238","014","0001","09","4649",Movement Zone 4649
"301",301 LUZ SAVIÑÓN-MAGDALENA,301 - Luz Saviñón-Magdalena,S/N,"3103",DVN,Del Valle Norte,,"300",19.393806999999999,-99.171132999999998,BIKE,"302","316",,,,"19.393807,-99.171133","0238","014","0001","09","4649",Movement Zone 4649
"317",317 AVENIDA COYOACÁN-TORRES ADALID,317 - Avenida Coyoacán-Torres Adalid,S/N,"3103",DVN,Del Valle Norte,,"299",19.391456000000002,-99.166156999999998,"BIKE,TPV","300","318",,,,"19.391456,-99.166157","0238","014","0001","09","4649",Movement Zone 4649
"300",E300 PROVIDENCIA -LUZ SAVIÑON,300 - Providencia -Luz Saviñon,S/N,"3103",DVN,Del Valle Norte,,"296",19.393267999999999,-99.168333000000004,ELECTRIC_BIKE,"301","302",,,,"19.393268,-99.168333","0238","014","0001","09","4649",Movement Zone 4649
"316",316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,316 - San Francisco-Concepción Beistegui,S/N,"3103",DVN,Del Valle Norte,,"301",19.391055999999999,-99.171199999999999,BIKE,"302","315",,,,"19.391056,-99.1712","0238","014","0001","09","4649",Movement Zone 4649
"346",346 SAN FRANCISCO-SANTA MARGARITA,346 - San Francisco-Santa Margarita,S/N,"3100",ISB,Insurgentes San Borja,,"334",19.385019000000000,-99.174076999999997,BIKE,"335","345",,,,"19.385019,-99.174077","0223","014","0001","09","4650",Movement Zone 4650
"302",302 LUZ SAVIÑON-MAGDALENA,302 - Luz Saviñon-Magdalena,S/N,"3103",DVN,Del Valle Norte,,"301",19.393832000000000,-99.171465999999995,BIKE,"303","304",,,,"19.393832,-99.171466","0223","014","0001","09","4650",Movement Zone 4650
"291",291 MAGDALENA-DIVISIÓN DEL NORTE,291 - Magdalena-División Del Norte,S/N,"3103",DVN,Del Valle Norte,,"283",19.397651000000000,-99.169945999999996,BIKE,"284","290",,,,"19.397651,-99.169946","0223","014","0001","09","4650",Movement Zone 4650
"335",335 MAGDALENA-AMEYALCO,335 - Magdalena-Ameyalco,S/N,"3100",DVC,Del Valle Centro,,"326",19.387003000000000,-99.173503999999994,BIKE,"334","346",,,,"19.387003,-99.173504","0223","014","0001","09","4650",Movement Zone 4650
"162",162 TEHUANTEPEC-MEDELLÍN,162 - Tehuantepec-Medellín,S/N,,ROM,Roma Sur,,"161",19.404907000000001,-99.162485000000004,BIKE,"165",,,,,"19.404907,-99.162485","1464","015","0001","09","4655",Movement Zone 4655
"165",165 BAJÍO-EJE 2 PTE. MONTERREY,165 - Bajío-Eje 2 Pte. Monterrey,S/N,,ROM,Roma Sur,,"162",19.404267999999998,-99.160503000000006,BIKE,"163",,,,,"19.404268,-99.160503","1464","015","0001","09","4655",Movement Zone 4655
"163",163 TOLUCA-BAJÍO,163 - Toluca-Bajío,S/N,,ROM,Roma Sur,,"158",19.405245999999998,-99.156430999999998,BIKE,"159","165",,,,"19.405246,-99.156431","1479","015","0001","09","4656",Movement Zone 4656
"4",4 RIO NILO-RIO PANUCO,004 - Río Nilo - Río Panuco,S/N,"6500",CUA,Cuauhtémoc,,"5",19.428308999999999,-99.171712999999997,BIKE,"8","9","10",,,"19.428309,-99.171713","0926","015","0001","09","4661",Movement Zone 4661
"2",2 RIO GUADALQUIVIR-RIO BALSAS,002 - Río Guadalquivir - Río Balsas,S/N,"6500",CUA,Cuauhtémoc,,"1",19.431386000000000,-99.171695000000000,BIKE,"5",,,,,"19.431386,-99.171695","0926","015","0001","09","4661",Movement Zone 4661
"9",9 RIO GUADALQUIVIR-RIO LERMA,009 - Río Guadalquivir - Río Lerma,S/N,"6500",CUA,Cuauhtémoc,,"4",19.428008999999999,-99.169917999999996,BIKE,"5","8","16",,,"19.428009,-99.169918","0926","015","0001","09","4661",Movement Zone 4661
"53",53 FERNANDO MONTES DE OCA-TULA,053 - Fernando Montes de Oca - Tula,S/N,"6140",CON,Condesa,,"52",19.414773000000000,-99.178432999999998,BIKE,"60","65","66",,,"19.414773,-99.178433","1303","015","0001","09","4664",Movement Zone 4664
"66",66 MAZATLAN-FRANCISCO MARQUEZ,066 - Mazatlán - Francisco Marquez,S/N,"6170","1",Ampliación Granada,,"65",19.411401999999999,-99.178666000000007,BIKE,"72",,,,,"19.411402,-99.178666","1303","015","0001","09","4664",Movement Zone 4664
"77",77 CHOAPAN-TAMAULIPAS,077 - Choapan - Tamaulipas,S/N,"6100",HIP,Hipódromo,,"78",19.406765000000000,-99.178320999999997,BIKE,"82",,,,,"19.406765,-99.178321","1411","015","0001","09","4665",Movement Zone 4665
"72",72 MAZATLAN-ALFONSO REYES,072 - Mazatlán - Alfonso Reyes,S/N,"6170","1",Ampliación Granada,,"65",19.409893000000000,-99.179544000000007,BIKE,"66","75",,,,"19.409893,-99.179544","1411","015","0001","09","4665",Movement Zone 4665
"177",177 BENJAMIN HILL-CARLOS ZETINA,177 - BENJAMIN HILL-CARLOS ZETINA,S/N,,H-C,Hipódromo Condesa,,"176",19.408840999999999,-99.181691999999998,BIKE,"178","190",,,,"19.408841,-99.181692","1411","015","0001","09","4665",Movement Zone 4665
"78",78 BENJAMIN HILL-TAMAULIPAS,078 - Benjamín Hill - Tamaulipas,S/N,"6170",HIP,Hipódromo,,"77",19.407502999999998,-99.177381999999994,"BIKE,TPV","82",,,,,"19.407503,-99.177382","1411","015","0001","09","4665",Movement Zone 4665
"178",178 TAMAULIPAS-FRANCISCO MURGUÍA,178 - Tamaulipas-Francisco Murguía,S/N,,H-C,Hipódromo Condesa,,"166",19.406832999999999,-99.180457000000004,"BIKE,TPV","167","177",,,,"19.406833,-99.180457","1411","015","0001","09","4665",Movement Zone 4665
"180",180 QUINTANA ROO-VILLA HERMOSA,180 - Quintana Roo-Villa Hermosa,S/N,,HIP,Hipódromo,,"154",19.404554000000001,-99.169953000000007,BIKE,"179","182",,,,"19.404554,-99.169953","1430","015","0001","09","4666",Movement Zone 4666
"161",161 QUINTANA ROO-MANZANILLO,161 - Quintana Roo-Manzanillo,S/N,,ROM,Roma Sur,,"153",19.405532999999998,-99.164912999999999,BIKE,"157","162",,,,"19.405533,-99.164913",145A,"015","0001","09","4667",Movement Zone 4667
"164",164 BAJÍO-TLACOTALPAN,164 - Bajío-Tlacotalpan,S/N,,ROM,Roma Sur,,"157",19.403203999999999,-99.165959999999998,BIKE,"161","162",,,,"19.403204,-99.16596",145A,"015","0001","09","4667",Movement Zone 4667
"24",24 REFORMA-VARSOVIA,024 - Reforma- Varsovia,S/N,"6500",JUA,Juárez,,"16",19.426469999999998,-99.168220000000005,"BIKE,TPV","23",,,,,"19.42647,-99.16822","0945","015","0001","09","4672",Movement Zone 4672
"30",30 HAMBURGO-GENOVA,030 - Hamburgo - Genova,S/N,"6500",JUA,Juárez,,"26",19.426442000000002,-99.164322999999996,"BIKE,TPV","34","35",,,,"19.426442,-99.164323","0945","015","0001","09","4672",Movement Zone 4672
"25",25 REFORMA-ESTOCOLMO,025 - Reforma - Estocolmo,S/N,"6500",JUA,Juárez,,"17",19.427316999999999,-99.166662000000002,BIKE,"18",,,,,"19.427317,-99.166662","0945","015","0001","09","4672",Movement Zone 4672
"22",22 REFORMA-MANCHESTER,022 - Reforma - Manchester,S/N,"6500",JUA,Juárez,,"14",19.424375000000001,-99.172574999999995,"BIKE,TPV","15","23","28",,,"19.424375,-99.172575","0945","015","0001","09","4672",Movement Zone 4672
"28",28 TOLEDO-TOKIO,028 - Toledo- Tokio,S/N,"6500",JUA,Juárez,,"14",19.423542000000001,-99.172494000000000,BIKE,"21","22",,,,"19.423542,-99.172494","0945","015","0001","09","4672",Movement Zone 4672
"21",21 REFORMA-DUBLIN,021 - Reforma - Dublin,S/N,"6500","1",Ampliación Granada,,"7",19.424720000000001,-99.172060000000002,"BIKE,TPV","13","14","28",,,"19.42472,-99.17206","0945","015","0001","09","4672",Movement Zone 4672
"23",23 REFORMA-PRAGA,023 - Reforma - Praga,S/N,"6500",JUA,Juárez,,"15",19.425170000000001,-99.171049999999994,BIKE,"16","22",,,,"19.42517,-99.17105","0945","015","0001","09","4672",Movement Zone 4672
"32",32 LONDRES-SEVILLA,032 - Londres - Sevilla,S/N,"6500",JUA,Juárez,,"22",19.422705000000001,-99.169922000000000,BIKE,"38","39",,,,"19.422705,-99.169922","0983","015","0001","09","4673",Movement Zone 4673
"36",36 PUEBLA-VERACRUZ,036 - Puebla - Veracruz,S/N,"6140","1",Ampliación Granada,,"37",19.419725000000000,-99.175777999999994,"BIKE,TPV","41","44",,,,"19.419725,-99.175778","1089","015","0001","09","4674",Movement Zone 4674
"38",38 COZUMEL-PUEBLA,038 - Cozumel - PUEBLA,S/N,"6700",R-N,Roma Norte,,"28",19.420801000000001,-99.171407000000002,BIKE,"32","37",,,,"19.420801,-99.171407","1089","015","0001","09","4674",Movement Zone 4674
"37",37 GUADALAJARA-PUEBLA,037 - Guadalajara - Puebla,S/N,"6700",R-N,Roma Norte,,"28",19.420418999999999,-99.172675999999996,BIKE,"38","45",,,,"19.420419,-99.172676","1089","015","0001","09","4674",Movement Zone 4674
"45",45 DURANGO-SONORA,045 - Durango - Sonora,S/N,"6700",R-N,Roma Norte,,"37",19.418648999999998,-99.172127000000003,"BIKE,TPV","38","41","46",,,"19.418649,-99.172127","1089","015","0001","09","4674",Movement Zone 4674
"449",E449 ACAPULCO-PUEBLA,449 ACAPULCO-PUEBLA,S/N,,JUA,Juárez,,"33",19.420179999999998,-99.174392999999995,ELECTRIC_BIKE,"36","37","139",,,"19.42018,-99.174393","1089","015","0001","09","4674",Movement Zone 4674
"44",44 DURANGO-VERACRUZ,044 - Durango - Veracruz,S/N,"6140",R-N,Roma Norte,,"36",19.418057000000001,-99.174761000000004,BIKE,"41","49","50",,,"19.418057,-99.174761","1089","015","0001","09","4674",Movement Zone 4674
"261",261 PASEO DE LA REFORMA - RÍO DE LA PLATA,261 Paseo de la Reforma-Río de la Plata,S/N,,"1",Ampliación Granada,,"195",19.424949999999999,-99.172460000000001,BIKE,"252","253",,,,"19.42495,-99.17246","0930","015","0001","09","4684",Movement Zone 4684
"13",13 REFORMA-RIO MISSISSIPPI,013 - Reforma - Rio Mississippi,S/N,"6500","1",Ampliación Granada,,"7",19.425020000000000,-99.172309999999996,"BIKE,TPV","14","21",,,,"19.42502,-99.17231","0930","015","0001","09","4684",Movement Zone 4684
"7",7 RIO ELBA-RIO LERMA,007 - Río Elba - Río Lerma,S/N,"6500",CUA,Cuauhtémoc,,"13",19.425467999999999,-99.175166000000004,BIKE,"14","21","28",,,"19.425468,-99.175166","0930","015","0001","09","4684",Movement Zone 4684
"15",15 REFORMA-RIO MISSISSIPPI,015 - Reforma - Rio Mississippi,S/N,"6500",CUA,Cuauhtémoc,,"14",19.425477000000001,-99.171566999999996,"BIKE,TPV","16","22","23",,,"19.425477,-99.171567","0930","015","0001","09","4684",Movement Zone 4684
"14",14 REFORMA-RIO DE PLATA,014 - Reforma - Rio de Plata,S/N,"6500",CUA,Cuauhtémoc,,"13",19.424768000000000,-99.173260999999997,BIKE,"21","22","28",,,"19.424768,-99.173261","0930","015","0001","09","4684",Movement Zone 4684
"17",17 REFORMA-RIO TIBER,017 - Reforma - Rio Tiber,S/N,"6500","1",Ampliación Granada,,"16",19.427500999999999,-99.167124999999999,"BIKE,TPV","18","25",,,,"19.427501,-99.167125","0930","015","0001","09","4684",Movement Zone 4684
"16",16 REFORMA-RÍO TIBER,016 - Reforma - Rio Tiber,S/N,"6500","1",Ampliación Granada,,"9",19.427226000000001,-99.168242000000006,BIKE,"23","24",,,,"19.427226,-99.168242","0930","015","0001","09","4684",Movement Zone 4684
"258",258 CIRCUITO INTERIOR-JUAN ESCUTIA,258 - Circuito Interior-Juan Escutia,S/N,,CON,Condesa,,"36",19.416699999999999,-99.179100000000005,BIKE,"49","53",,,,"19.4167,-99.1791","1178","015","0001","09","4685",Movement Zone 4685
"447",447 AGUSTÍN MELGAR-ZAMORA,447 AGUSTÍN MELGAR-ZAMORA,S/N,,JUA,Juárez,,"447",19.418858000000000,-99.176776000000004,BIKE,,,,,,"19.418858,-99.176776","1178","015","0001","09","4685",Movement Zone 4685
"60",60 MAZATLAN-FERNANDO MONTES DE OCA,060 - Mazatlán - Fernando Montes de Oca,S/N,"6140",CON,Condesa,,"23",19.414190999999999,-99.177122999999995,BIKE,"52","62","66",,,"19.414191,-99.177123","1178","015","0001","09","4685",Movement Zone 4685
"183",183 GABINO BARRERA-GUILLERMO PRIETO,183 - Gabino Barrera-Guillermo Prieto,S/N,,S-R,San Rafael,,"160",19.437670000000001,-99.164019999999994,BIKE,"174","255",,,,"19.43767,-99.16402","0678","015","0001","09","4686",Movement Zone 4686
"160",E160 ALFONSO HERRERA-GABINO BARRERA,160 - Alfonzo Herrera-Gabino Barrera,S/N,,S-R,San Rafael,,"103",19.440249999999999,-99.163460000000001,ELECTRIC_BIKE,"174","257",,,,"19.44025,-99.16346","0678","015","0001","09","4686",Movement Zone 4686
"103",103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,103 JOAQUÍN VELÁZQUEZ DE LEÓN-GARCÍA ICAZBALCETA,s/n,,S-R,San Rafael,,"103",19.441669000000001,-99.165216999999998,BIKE,,,,,,"19.441669,-99.165217","0678","015","0001","09","4686",Movement Zone 4686
"111",111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,S/N,,"1",Ampliación Granada,,"103",19.438236900000000,-99.165946500000004,BIKE,"160","183",,,,"19.4382369,-99.1659465","0678","015","0001","09","4686",Movement Zone 4686
