ID,Nombre,Dirección,Número,Código po,districtCo,Colonia,altitude,nearbyStat,location/l,location_1,Tipo de es,nearbySt_1,nearbySt_2,nearbySt_3,nearbySt_4,nearbySt_5,punto_geo,CVE_AGEB,CVE_MUN,CVE_LOC,CVE_ENT,MOVEMENT_I,DISPLAY_NA
"79",79 SALTILLO-ALFONSO REYES,079 - Saltillo - Alfonso Reyes,S/N,"6100",HIP,Hipódromo,,"75",19.407533999999998,-99.174426999999994,BIKE,"80","83",,,,"19.407534,-99.174427","1337","015","0001","09","4695",Movement Zone 4695
"137",137 ÁLVARO OBREGÓN-MÉRIDA,137 - Álvaro Obregón-Mérida,S/N,,R-N,Roma Norte,,"132",19.418773999999999,-99.157081000000005,BIKE,"135","138",,,,"19.418774,-99.157081","1110","015","0001","09","4696",Movement Zone 4696
"140",140 MÉRIDA-ZACATECAS,140 - Mérida-Zacatecas,S/N,,R-N,Roma Norte,,"138",19.416605000000001,-99.156852999999998,BIKE,"141","144",,,,"19.416605,-99.156853","1110","015","0001","09","4696",Movement Zone 4696
"148",148 COAHUILA-AV.CUAUHTEMOC,148 - Coahuila-Av. Cuauhtémoc,S/N,,R-N,Roma Norte,,"143",19.412828999999999,-99.155116000000007,BIKE,"147","149",,,,"19.412829,-99.155116","1110","015","0001","09","4696",Movement Zone 4696
"143",143 CÓRDOBA-SAN LUIS POTOSÍ,143 - Córdoba-San Luis Potosí,S/N,,R-N,Roma Norte,,"141",19.414303000000000,-99.157542000000007,BIKE,"144","147",,,,"19.414303,-99.157542","1110","015","0001","09","4696",Movement Zone 4696
"138",138 GUANAJUATO-FRONTERA,138 - Guanajuato-Frontera,S/N,,R-N,Roma Norte,,"135",19.417701999999998,-99.155313000000007,BIKE,"140","144",,,,"19.417702,-99.155313","1110","015","0001","09","4696",Movement Zone 4696
"149",149 MÉRIDA-ANTONIO ANZA,149 - Mérida-Antonio Anza,S/N,,R-N,Roma Norte,,"143",19.411989999999999,-99.155698999999998,BIKE,"147","148",,,,"19.41199,-99.155699","1110","015","0001","09","4696",Movement Zone 4696
"144",144 FRONTERA-SAN LUIS POTOSÍ,144 - Frontera-San Luis Potosí,S/N,,R-N,Roma Norte,,"140",19.415192000000001,-99.154837000000001,BIKE,"143","148",,,,"19.415192,-99.154837","1110","015","0001","09","4696",Movement Zone 4696
"93",93 PALMA NORTE-REPUBLICA DE CUBA,093 - Palma Norte-Republica de Cuba,S/N,"6500",CEN,Centro,,"90",19.436741000000001,-99.134810999999999,BIKE,"91","92",,,,"19.436741,-99.134811","0752","015","0001","09","4699",Movement Zone 4699
"92",92 SAN ILDEFONSO-REPUBLICA DE ARGENTINA,092 - San Ildefonso-República de Argentina,S/N,"6500",CEN,Centro,,"90",19.436530999999999,-99.131496999999996,BIKE,"91","93",,,,"19.436531,-99.131497","0752","015","0001","09","4699",Movement Zone 4699
"65",65 MARCONI-TACUBA,065 - Marconi - Tacuba,S/N,"6170",CEN,Centro,,"52",19.436142000000000,-99.139905999999996,"BIKE,TPV","55",,,,,"19.436142,-99.139906","0752","015","0001","09","4699",Movement Zone 4699
"254",254 ALFONSO HERRERA-MIGUEL SHULTZ,254 - Alfonso Herrera-Miguel Shultz,S/N,,S-R,San Rafael,,"160",19.439350000000001,-99.160070000000005,BIKE,"174","256",,,,"19.43935,-99.16007","0697","015","0001","09","4707",Movement Zone 4707
"86",86 SULLIVAN-INSURGENTES,086 - Sullivan-Insurgentes,S/N,"6470","1",Ampliación Granada,,"12",19.432378000000000,-99.159076999999996,"BIKE,TPV","20",,,,,"19.432378,-99.159077","0697","015","0001","09","4707",Movement Zone 4707
"263",263 SADI CARNOT-GÓMEZ FARIAS,263 - Sadi Carnot - Gómez Farias,S/N,,S-R,San Rafael,,"85",19.436274000000001,-99.158424999999994,"BIKE,TPV","86","256",,,,"19.436274,-99.158425","0697","015","0001","09","4707",Movement Zone 4707
"256",256 GÓMEZ FARÍAS-SADI CARNOT,256 - Gómez Farías Sadi Carnot,S/N,,S-R,San Rafael,,"254",19.437200000000001,-99.158159999999995,BIKE,"259",,,,,"19.4372,-99.15816","0697","015","0001","09","4707",Movement Zone 4707
"259",259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA,259 - Tómas Alva Edison-Ponciano Arriaga,S/N,,"1",Ampliación Granada,,"256",19.437570000000001,-99.154679999999999,BIKE,,,,,,"19.43757,-99.15468",070A,"015","0001","09","4708",Movement Zone 4708
"41",41 REFORMA-AV. DE LA REPUBLICA,041 - Reforma - Av. de la República,S/N,"6700","1",Ampliación Granada,,"29",19.435637000000000,-99.150137000000001,"BIKE,TPV",,,,,,"19.435637,-99.150137","0714","015","0001","09","4709",Movement Zone 4709
"450",450 RAMOS ARIZPE-PUENTE DE ALVARADO,450 RAMOS ARIZPE-PUENTE DE ALVARADO,S/N,,TAB,Tabacalera,,"450",19.438359999999999,-99.152225999999999,BIKE,,,,,,"19.43836,-99.152226","0714","015","0001","09","4709",Movement Zone 4709
"270",270 DE LA REPUBLICA-PONCIANO ARRIAGA,270 - De la Republica-Ponciano Arriaga,S/N,,TAB,Tabacalera,,"270",19.436760000000000,-99.153869999999998,"BIKE,TPV",,,,,,"19.43676,-99.15387","0714","015","0001","09","4709",Movement Zone 4709
"96",96 LOPEZ-AYUNTAMIENTO,096 - López-Ayuntamiento,S/N,"6500",CEN,Centro,,"98",19.430624999999999,-99.142480000000006,BIKE,,,,,,"19.430625,-99.14248","0748","015","0001","09","4712",Movement Zone 4712
"82",82 INDEPENDENCIA-MARROQUI,082 - Independencia - Marroquí,S/N,"6100",CEN,Centro,,"43",19.433115000000001,-99.143686000000002,"BIKE,TPV","48",,,,,"19.433115,-99.143686","0748","015","0001","09","4712",Movement Zone 4712
"48",48 INDEPENDENCIA-AZUETA,048 - Independencia - Azueta,S/N,"6700",CEN,Centro,,"43",19.433686000000002,-99.146557000000001,BIKE,"82",,,,,"19.433686,-99.146557","0748","015","0001","09","4712",Movement Zone 4712
"57",57 CUERNAVACA-JUAN ESCUTIA,057 - Cuernavaca - Juan Escutia,S/N,"6140","1",Ampliación Granada,,"48",19.414902999999999,-99.174949999999995,BIKE,"49","50","62",,,"19.414903,-99.17495","1182","015","0001","09","4713",Movement Zone 4713
"50",50 CUERNAVACA-VERACRUZ,050 - Cuernavaca - Veracruz,S/N,"6140",CON,Condesa,,"44",19.416937999999998,-99.173648000000000,BIKE,"49","57","58",,,"19.416938,-99.173648","1182","015","0001","09","4713",Movement Zone 4713
"54",54 PARQUE ESPAÑA-SONORA,054 - Parque España - Sonora,S/N,"6700",CON,Condesa,,"50",19.416215000000001,-99.170824999999994,"BIKE,TPV","51","58","63",,,"19.416215,-99.170825","1182","015","0001","09","4713",Movement Zone 4713
"58",58 PARQUE ESPAÑA-JUAN DE LA BARRERA,058 - Parque España - Juan de la Barrera,S/N,"6140",CON,Condesa,,"50",19.415680000000002,-99.171792999999994,BIKE,"54","61","63",,,"19.41568,-99.171793","1182","015","0001","09","4713",Movement Zone 4713
"49",49 MAZATLAN-JUAN DE LA BARRERA,049 - Mazatlán - Juan de la Barrera,S/N,"6140",CON,Condesa,,"41",19.416712000000000,-99.175703999999996,BIKE,"44","50","60",,,"19.416712,-99.175704","1182","015","0001","09","4713",Movement Zone 4713
"74",74 NUEVO LEON-OZULAMA,074 - Nuevo León - Ozulama,S/N,"6100","1",Ampliación Granada,,"63",19.410343000000001,-99.172831000000002,BIKE,"68","71",,,,"19.410343,-99.172831","1197","015","0001","09","4714",Movement Zone 4714
"61",61 AVENIDA MEXICO-SONORA,061 - Avenida México - Sonora,S/N,"6100",HIP,Hipódromo,,"59",19.413741999999999,-99.169524999999993,"BIKE,TPV","63","64","70",,,"19.413742,-99.169525","1197","015","0001","09","4714",Movement Zone 4714
"71",71 AMSTERDAM-MICHOACAN,071 - Amsterdam - Michoacan,S/N,"6100",HIP,Hipódromo,,"70",19.411422999999999,-99.171351000000001,BIKE,"74","76",,,,"19.411423,-99.171351","1197","015","0001","09","4714",Movement Zone 4714
"70",70 PARQUE MEXICO-MICHOACAN,070 - Parque México - Michoacan,S/N,"6100","1",Ampliación Granada,,"69",19.411272000000000,-99.169718000000003,"BIKE,TPV","71","76",,,,"19.411272,-99.169718","1197","015","0001","09","4714",Movement Zone 4714
"63",63 NUEVO LEON- LAREDO,063 - Nuevo León - Laredo,S/N,"6100","1",Ampliación Granada,,"70",19.413681000000000,-99.171531000000002,"BIKE,TPV","76","77",,,,"19.413681,-99.171531","1197","015","0001","09","4714",Movement Zone 4714
"59",59 POPOCATEPETL-AMSTERDAM,059 - Popocatépetl - Amsterdam,S/N,"6100",HIP,Hipódromo,,"55",19.415120999999999,-99.166661000000005,BIKE,"56","61","64",,,"19.415121,-99.166661",120A,"015","0001","09","4715",Movement Zone 4715
"64",64 SONORA-AMSTERDAM,064 - Sonora - Amsterdam,S/N,"6100",HIP,Hipódromo,,"59",19.412877000000002,-99.166985999999994,BIKE,"61","69",,,,"19.412877,-99.166986",120A,"015","0001","09","4715",Movement Zone 4715
"56",56 ALVARO OBREGON-MEDELLIN,056 - Alvaro Obregón - Medellin,S/N,"6700",R-N,Roma Norte,,"47",19.416958999999999,-99.165701999999996,BIKE,"51","55","59",,,"19.416959,-99.165702",120A,"015","0001","09","4715",Movement Zone 4715
"142",142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,142 - San Luis Potosí-Eje 2 Pte. Monterrey,S/N,,R-N,Roma Norte,,"139",19.413232000000001,-99.164120999999994,BIKE,"145","146",,,,"19.413232,-99.164121","1214","015","0001","09","4716",Movement Zone 4716
"145",145 EJE 2 SUR YUCATÁN-CHIAPAS,145 - Eje 2 Sur Yucatán-Chiapas,S/N,,R-N,Roma Norte,,"142",19.412859999999998,-99.160661000000005,BIKE,"147","151",,,,"19.41286,-99.160661","1214","015","0001","09","4716",Movement Zone 4716
"147",147 COAHUILA-ORIZABA,147 - Coahuila-Orizaba,S/N,,R-N,Roma Norte,,"145",19.412182000000001,-99.158443000000005,BIKE,"149","151",,,,"19.412182,-99.158443","1214","015","0001","09","4716",Movement Zone 4716
"156",156 TEPIC-AMENALCO,156 - Tepic-Amenalco,S/N,,ROM,Roma Sur,,"153",19.407121000000000,-99.162201999999994,BIKE,"155","162",,,,"19.407121,-99.162202","1360","015","0001","09","4722",Movement Zone 4722
"151",151 CAMPECHE-TONALÁ,151 - Campeche-Tonalá,S/N,,ROM,Roma Sur,,"145",19.410529000000000,-99.160872999999995,BIKE,"147","155",,,,"19.410529,-99.160873","1375","015","0001","09","4723",Movement Zone 4723
"155",E155 JALAPA-TLAXCALA,155 - Jalapa-Tlaxcala,S/N,,ROM,Roma Sur,,"139",19.408218000000002,-99.159910999999994,ELECTRIC_BIKE,"147","151",,,,"19.408218,-99.159911",138A,"015","0001","09","4724",Movement Zone 4724
"159",159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,S/N,,ROM,Roma Sur,,"155",19.407516999999999,-99.155372999999997,BIKE,"158","163",,,,"19.407517,-99.155373",138A,"015","0001","09","4724",Movement Zone 4724
"158",158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,S/N,,ROM,Roma Sur,,"155",19.407447000000001,-99.155716999999996,"BIKE,TPV","159","163",,,,"19.407447,-99.155717",138A,"015","0001","09","4724",Movement Zone 4724
"181",181 BENJAMIN FRANKLIN-OMETUSCO,181 - Benjamin Franklin - Ometusco,S/N,,"1",Ampliación Granada,,"168",19.404720000000001,-99.174480000000003,BIKE,"169","179",,,,"19.40472,-99.17448","1426","015","0001","09","4727",Movement Zone 4727
"83",83 NUEVO LEON-ALFONSO REYES,083 - Nuevo León - Alfonso Reyes,S/N,"6100",HIP,Hipódromo,,"79",19.406296000000001,-99.172117000000000,"BIKE,TPV","80",,,,,"19.406296,-99.172117","1426","015","0001","09","4727",Movement Zone 4727
"179",179 NUEVO LEÓN-QUINTANA ROO,179 - Nuevo León-Quintana Roo,S/N,,HIP,Hipódromo,,"154",19.404451999999999,-99.171437999999995,BIKE,"180","182",,,,"19.404452,-99.171438","1426","015","0001","09","4727",Movement Zone 4727
"42",42 SINALOA-VALLADOLID,042 - Sinaloa - Valladolid,S/N,"6700",R-N,Roma Norte,,"39",19.420472000000000,-99.168238000000002,BIKE,"47","48","51",,,"19.420472,-99.168238","0998","015","0001","09","4730",Movement Zone 4730
"39",39 PUEBLA-MEDELLÍN,039 - Puebla - Medellín,S/N,"6700",R-N,Roma Norte,,"33",19.421759000000002,-99.166939999999997,BIKE,"42","48",,,,"19.421759,-99.16694","0998","015","0001","09","4730",Movement Zone 4730
"40",40 OAXACA-PUEBLA,040 - Oaxaca - Puebla,S/N,"6700",R-N,Roma Norte,,"35",19.422229999999999,-99.164297000000005,BIKE,"42",,,,,"19.42223,-99.164297","0998","015","0001","09","4730",Movement Zone 4730
"46",46 DURANGO-SALAMANCA,046 - Durango - Salamanca,S/N,"6700",R-N,Roma Norte,,"42",19.419214000000000,-99.169731999999996,BIKE,"45","51","54",,,"19.419214,-99.169732","0998","015","0001","09","4730",Movement Zone 4730
"126",126 JALAPA-PUEBLA,126 - Jalapa-Puebla,S/N,,R-N,Roma Norte,,"121",19.422288000000002,-99.162137999999999,BIKE,"128","129",,,,"19.422288,-99.162138","1002","015","0001","09","4731",Movement Zone 4731
"129",129 TONALÁ-DURANGO,129 - Tonalá-Durango,S/N,,R-N,Roma Norte,,"126",19.420600000000000,-99.163312000000005,BIKE,"128","131",,,,"19.4206,-99.163312","1002","015","0001","09","4731",Movement Zone 4731
"128",128 ORIZABA-RIO DE JANEIRO,128 - Orizaba-Río de Janeiro,S/N,"6500",R-N,Roma Norte,,"121",19.422148000000000,-99.160645000000002,"BIKE,TPV","126","127",,,,"19.422148,-99.160645","1002","015","0001","09","4731",Movement Zone 4731
"121",121 NIZA-CHAPULTEPEC,121 - Niza-Chapultepec,S/N,"6500",JUA,Juárez,,"117",19.424137000000002,-99.161316999999997,BIKE,"128",,,,,"19.424137,-99.161317","1002","015","0001","09","4731",Movement Zone 4731
"131",131 COLIMA-JALAPA,131 - Colima-Jalapa,S/N,,R-N,Roma Norte,,"129",19.419578999999999,-99.161314000000004,BIKE,"134",,,,,"19.419579,-99.161314","1002","015","0001","09","4731",Movement Zone 4731
"134",134 ÁLVARO OBREGÓN-ORIZABA,134 - Álvaro Obregón-Orizaba,S/N,,R-N,Roma Norte,,"131",19.418303999999999,-99.159559999999999,"BIKE,TPV","136","137",,,,"19.418304,-99.15956","1002","015","0001","09","4731",Movement Zone 4731
"136",136 ÁLVARO OBREGÓN-TONALÁ,136 - Tonalá-Álvaro Obregón,S/N,,R-N,Roma Norte,,"136",19.417715000000001,-99.162728999999999,"BIKE,TPV",,,,,,"19.417715,-99.162729","1002","015","0001","09","4731",Movement Zone 4731
"97",97 REPUBLICA DE SALVADOR-PINO SUAREZ,097 - Republica de Salvador-Pino Suarez,S/N,"6500",CEN,Centro,,"90",19.429189000000001,-99.132758999999993,"BIKE,TPV","100",,,,,"19.429189,-99.132759","0818","015","0001","09","4735",Movement Zone 4735
"87",87 GANTE-VENUSTIANO CARRANZA,087 - Gante - Venustiano Carranza,S/N,,CEN,Centro,,"88",19.431819999999998,-99.139740000000003,"BIKE,TPV","95","96",,,,"19.43182,-99.13974","0818","015","0001","09","4735",Movement Zone 4735
"95",95 20 DE NOVIEMBRE-VENUSTIANO CARRANZA,095 - 20 de Noviembre-Venustiano Carranza,S/N,"6500",CEN,Centro,,"93",19.430721999999999,-99.133697999999995,BIKE,"96","97",,,,"19.430722,-99.133698","0818","015","0001","09","4735",Movement Zone 4735
"90",90 JOSE MARIA PINO SUAREZ-CORREGIDORA,090 - José María Pino Suárez - Corregidora,S/N,,CEN,Centro,,"88",19.431698000000001,-99.132446000000002,"BIKE,TPV","89",,,,,"19.431698,-99.132446","0818","015","0001","09","4735",Movement Zone 4735
"264",264 HÉROES FERROCARRILEROS-AV. CENTRAL,264 - H. Ferrocarrileros - Jesús Garcia,S/N,,"1",Ampliación Granada,,"265",19.440985000000001,-99.152934999999999,BIKE,"266","268",,,,"19.440985,-99.152935",049A,"015","0001","09","4737",Movement Zone 4737
"274",274 LUIS DONALDO COLOSIO-AV INSURGENTES NORTE,274 Luis Donaldo Colosio - Av. Insurgentes Norte,S/N,,BUE,Buenavista,,"176",19.442772000000001,-99.153289000000001,BIKE,"268","273",,,,"19.442772,-99.153289",049A,"015","0001","09","4737",Movement Zone 4737
"176",176 AV. JESÜS GARCÏA-LUIS DONALDO COLOSIO,176-LUIS DONALDO COLOSIO - AV. JESÜS GARCÏA,S/N,,BUE,Buenavista,,"266",19.442689000000001,-99.152286000000004,BIKE,"267","272",,,,"19.442689,-99.152286",049A,"015","0001","09","4737",Movement Zone 4737
"268",268 LUIS DONALDO COLOSIO-AV.JESÚS GARCÍA,268 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,,BUE,Buenavista,,"176",19.442467000000001,-99.151657999999998,BIKE,"269","273",,,,"19.442467,-99.151658",049A,"015","0001","09","4737",Movement Zone 4737
"269",269 LUIS DONALDO COLOSIO-ALDAMA,269 Luis Donaldo Colosio - Aldama,S/N,,BUE,Buenavista,,"176",19.442447999999999,-99.151585999999995,BIKE,"268","273",,,,"19.442448,-99.151586",049A,"015","0001","09","4737",Movement Zone 4737
"271",271 AV. CENTRAL-J. MENESES,271 Av. Jesús García - J. Meneses,S/N,,"1",Ampliación Granada,,"266",19.443928000000000,-99.152524999999997,BIKE,"267","272",,,,"19.443928,-99.152525",049A,"015","0001","09","4737",Movement Zone 4737
"273",273 LUIS DONALDO COLOSIO-AV. CENTRAL,273 Luis Donaldo Colosio - Av. Jesus Garcia,S/N,,"1",Ampliación Granada,,"176",19.442706999999999,-99.152956000000003,BIKE,"268","274",,,,"19.442707,-99.152956",049A,"015","0001","09","4737",Movement Zone 4737
"272",272 AV. CENTRAL-J. MENESES,271 Av. Jesus Garcia - J. Meneses,S/N,,BUE,Buenavista,,"266",19.443556000000001,-99.152556000000004,BIKE,"267","271",,,,"19.443556,-99.152556",049A,"015","0001","09","4737",Movement Zone 4737
"275",275 HÉROES FERROCARRILEROS-AV. INSURGENTES NORTE,275 Héroes Ferrocarrileros - Av. Jesús García,S/N,,BUE,Buenavista,,"264",19.441061999999999,-99.153164000000004,BIKE,"265",,,,,"19.441062,-99.153164",049A,"015","0001","09","4737",Movement Zone 4737
"265",265 HÉROES FERROCARRILEROS-JESÚS GARCIA,265 - Jesús Garcia-Héroes Ferrocarrileros,S/N,,"1",Ampliación Granada,,"264",19.440839000000000,-99.152265000000000,"BIKE,TPV","275",,,,,"19.440839,-99.152265",049A,"015","0001","09","4737",Movement Zone 4737
"267",267 AV. JESÜS GARCÏA-CARLOS J. MENESES,267 - Carlos J. Meneses - Av. jesús García,S/N,,BUE,Buenavista,,"176",19.443735000000000,-99.152203000000000,BIKE,"266","271",,,,"19.443735,-99.152203",049A,"015","0001","09","4737",Movement Zone 4737
"266",266 AV. JESÚS GARCIA-CARLOS J. MENESES,266 - Av. Jesús Garcia -  Carlos J. Meneses,S/N,,BUE,Buenavista,,"267",19.444030999999999,-99.152186999999998,"BIKE,TPV","268","269",,,,"19.444031,-99.152187",049A,"015","0001","09","4737",Movement Zone 4737
"262",262 REPUBLICA DE CUBA-REPUBLICA DE BRASIL,262 - Republica de Cuba-Republica de Brasil,S/N,,CEN,Centro,,"91",19.436930000000000,-99.133949999999999,"BIKE,TPV","92","93",,,,"19.43693,-99.13395","0644","015","0001","09","4744",Movement Zone 4744
"91",91 REPUBLICA DE CUBA-ALLENDE,091 - Republica de Cuba-Allende,S/N,"6500",CEN,Centro,,"90",19.437400000000000,-99.137570999999994,BIKE,"92","93",,,,"19.4374,-99.137571","0644","015","0001","09","4744",Movement Zone 4744
"3",3 REFORMA-INSURGENTES,003 - Reforma - Insurgentes,S/N,"6500","1",Ampliación Granada,,"8",19.431654999999999,-99.158668000000006,"BIKE,TPV","20","86",,,,"19.431655,-99.158668","0729","015","0001","09","4746",Movement Zone 4746
"10",10 REFORMA-RAMIREZ,010 - Reforma - Ramírez,S/N,"6500",TAB,Tabacalera,,"26",19.433320999999999,-99.154752000000002,"BIKE,TPV",,,,,,"19.433321,-99.154752","0729","015","0001","09","4746",Movement Zone 4746
"88",88 2A CDA 5 DE MAYO-PALMA,088 - 2a Cerrada de 5 de Mayo - Palma,S/N,,"1",Ampliación Granada,,"55",19.433814999999999,-99.135302999999993,BIKE,"89",,,,,"19.433815,-99.135303","0771","015","0001","09","4747",Movement Zone 4747
"94",94 LIC. VERDAD-MONEDA,94 - Lic. Verdad-Moneda,S/N,,CEN,Centro,,"94",19.433765999999999,-99.130917999999994,BIKE,,,,,,"19.433766,-99.130918","0771","015","0001","09","4747",Movement Zone 4747
"89",89 REPUBLICA DE GUATEMALA-MONTE DE PIEDAD,089 - República de Guatemala - Monte de Piedad,S/N,,CEN,Centro,,"88",19.434946000000000,-99.133989000000000,"BIKE,TPV","90",,,,,"19.434946,-99.133989","0771","015","0001","09","4747",Movement Zone 4747
"12",12 RIO LERMA-VILLALONGIN,012 - Río Lerma - Villalongin,S/N,"6500","1",Ampliación Granada,,"11",19.432313000000001,-99.161597000000000,BIKE,"19","20","85",,,"19.432313,-99.161597","0790","015","0001","09","4749",Movement Zone 4749
"11",11 RIO AMAZONAS-RIO LERMA,011 - Río Amazonas - Rio Lerma,S/N,"6500",CUA,Cuauhtémoc,,"3",19.430992000000000,-99.163593000000006,BIKE,"12","19",,,,"19.430992,-99.163593","0790","015","0001","09","4749",Movement Zone 4749
"1",1 RIO SENA-RIO BALSAS,001 - Río Sena-Río Balsas,S/N,"6500",CUA,Cuauhtémoc,,"3",19.433571400000002,-99.167809099999999,"BIKE,TPV","8","85",,,,"19.4335714,-99.1678091","0790","015","0001","09","4749",Movement Zone 4749
"257",E257 MANUEL MARIA CONTRERAS-VILLALONGIN,257 - Manuel Maria Contreras-Villalongin,S/N,,S-R,San Rafael,,"6",19.433800000000002,-99.166219999999996,ELECTRIC_BIKE,"33","160","469",,,"19.4338,-99.16622","0790","015","0001","09","4749",Movement Zone 4749
"8",8 REFORMA-GENERAL PRIM,008 - Reforma - General Prim,S/N,"6500",TAB,Tabacalera,,"3",19.431141000000000,-99.158316999999997,BIKE,"20","86",,,,"19.431141,-99.158317","0803","015","0001","09","4750",Movement Zone 4750
"27",27 REFORMA-HAVRE,027 - Reforma- Havre,S/N,"6500",JUA,Juárez,,"19",19.429114999999999,-99.162614000000005,"BIKE,TPV","26","31",,,,"19.429115,-99.162614","0803","015","0001","09","4750",Movement Zone 4750
"115",115 ROMA-DINAMARCA,115 - Roma-Dinamarca,S/N,"6500",JUA,Juárez,,"116",19.429946999999999,-99.159698000000006,BIKE,"117","118",,,,"19.429947,-99.159698","0803","015","0001","09","4750",Movement Zone 4750
"26",26 REFORMA-VERSALLES,026 - Reforma - Versalles,S/N,"6500",JUA,Juárez,,"10",19.432684999999999,-99.154725999999997,"BIKE,TPV",,,,,,"19.432685,-99.154726","0803","015","0001","09","4750",Movement Zone 4750
"139",E139 TONALÁ-GUANJUATO,139 - Tonalá-Guanajuato,S/N,,R-N,Roma Norte,,"33",19.416128000000000,-99.162097000000003,ELECTRIC_BIKE,"136","141","155",,,"19.416128,-99.162097","1106","015","0001","09","4751",Movement Zone 4751
"141",141 ZACATECAS-LUIS CABRERA,141 - Zacatecas-Luis Cabrera,S/N,,R-N,Roma Norte,,"139",19.415904999999999,-99.159540000000007,"BIKE,TPV","140","143",,,,"19.415905,-99.15954","1106","015","0001","09","4751",Movement Zone 4751
"116",116 LONDRES-ROMA,116 - Londres-Roma,S/N,"6500",JUA,Juárez,,"115",19.428985000000001,-99.156639999999996,BIKE,"118","199",,,,"19.428985,-99.15664","0841","015","0001","09","4752",Movement Zone 4752
"117",117 LONDRES-NAPOLES,117 - Londres-Napoles,S/N,"6500",JUA,Juárez,,"116",19.427132000000000,-99.160369000000003,BIKE,"118",,,,,"19.427132,-99.160369","0841","015","0001","09","4752",Movement Zone 4752
"120",120 MARSELLA-NAPOLES,120 - Marsella-Nápoles,S/N,"6500",JUA,Juárez,,"117",19.425436999999999,-99.159458000000001,BIKE,"118","121",,,,"19.425437,-99.159458","0841","015","0001","09","4752",Movement Zone 4752
"31",31 HAMBURGO-INSURGENTES,031 - Hamburgo - Insurgentes,S/N,"6500",JUA,Juárez,,"19",19.427838000000001,-99.161192999999997,BIKE,"27","30",,,,"19.427838,-99.161193","0841","015","0001","09","4752",Movement Zone 4752
"118",118 LIVERPOOL-DINAMARCA,118 - Liverpool-Dinamarca,S/N,"6500",JUA,Juárez,,"116",19.427114000000000,-99.158251000000007,BIKE,"117",,,,,"19.427114,-99.158251","0841","015","0001","09","4752",Movement Zone 4752
"112",112 AV. MORELOS-ABRAHAM GONZALEZ,112 - Av. Morelos-Abraham González,S/N,"6500","1",Ampliación Granada,,"98",19.432818999999999,-99.151734000000005,BIKE,"113","114",,,,"19.432819,-99.151734","0856","015","0001","09","4753",Movement Zone 4753
"119",119 TURÍN-ABRAHAM GONZÁLEZ,119 - Turín-Abraham González,S/N,,JUA,Juárez,,"114",19.426790000000000,-99.155540000000002,BIKE,"118","125",,,,"19.42679,-99.15554","0856","015","0001","09","4753",Movement Zone 4753
"113",113 GENERAL PRIM-VERSALLES,113 - General Prim-Versalles,S/N,"6500",JUA,Juárez,,"114",19.430368999999999,-99.154419000000004,BIKE,"116","119",,,,"19.430369,-99.154419","0856","015","0001","09","4753",Movement Zone 4753
"114",114 LUCERNA-ABRAHAM GONZALEZ,114 - Lucerna-Abraham González,S/N,"6500",JUA,Juárez,,"113",19.428989000000001,-99.153617999999994,BIKE,"116","119",,,,"19.428989,-99.153618","0856","015","0001","09","4753",Movement Zone 4753
"98",98 EMILIO DONDE-AV. BALDERAS,098 - Emilio Dondé-Av. Balderas,S/N,"6500",CEN,Centro,,"107",19.430267000000001,-99.148610000000005,BIKE,"108",,,,,"19.430267,-99.14861","0860","015","0001","09","4754",Movement Zone 4754
"108",E108 TOLSA-BALDERAS,108 - Tolsa-Balderas,S/N,"6500",CEN,Centro,,"33",19.427305000000000,-99.149533000000005,ELECTRIC_BIKE,"98","107","260",,,"19.427305,-99.149533","0860","015","0001","09","4754",Movement Zone 4754
"107",107 TOLSA-BALDERAS,107 - Tolsa-Balderas,S/N,"6500",CEN,Centro,,"98",19.427329000000000,-99.149970999999994,BIKE,"108","122",,,,"19.427329,-99.149971","0860","015","0001","09","4754",Movement Zone 4754
"122",122 JOSE MARIA VERTIZ-AV.DR. RIO DE LA LOZA,122 - José María Vértiz-Av. Dr. Río de la Loza,S/N,"6500",DOC,Doctores,,"99",19.425502000000002,-99.146337000000003,BIKE,"108","110",,,,"19.425502,-99.146337","0875","015","0001","09","4755",Movement Zone 4755
"448",448 DR. ANDRADE - ARCOS DE BELÉN,DR. ANDRADE ARCOS DE BELÉN,S/N,,,,,"448",19.426611000000001,-99.144469999999998,"BIKE,TPV",,,,,,"19.426611,-99.14447","0875","015","0001","09","4755",Movement Zone 4755
"99",99 ERNESTO PUGIBET-LUIS MOYA,99 - Ernesto Pugibet-Luis Moya,S/N,,CEN,Centro,,"96",19.429950000000002,-99.145910000000001,BIKE,"98","122",,,,"19.42995,-99.14591","0875","015","0001","09","4755",Movement Zone 4755
"110",110 DR. VALENZUELA-DR. RÍO DE LA LOZA,110 - Dr. Valenzuela-Dr. Río de la loza,S/N,,"1",Ampliación Granada,,"107",19.425129999999999,-99.143389999999997,BIKE,"108","122",,,,"19.42513,-99.14339","0875","015","0001","09","4755",Movement Zone 4755
