ID,Nombre,Dirección,Número,Código postal,location/lat,location/lon,Tipo de estación,punto_geo,cvegeo
175,E175 MUTUALISMO-JOSÉ MARTí,175 - Mutualismo-José Martí,S/N,,19.400767,-99.172533,ELECTRIC_BIKE,"19.400767,-99.172533",0901600011226
469,E469 BAHÍA DE LA CONCEPCIÓN-BAHÍA DE TODOS LOS SAN,469BAHÍA DELA CONCEPCIÓN-BAHÍA DE TODOS LOS SANTOS,S/N,,19.434183,-99.173089,ELECTRIC_BIKE,"19.434183,-99.173089",0901600010603
468,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,468 LAGO XOCHIMILCO-AV. EJÉRCITO NACIONAL,S/N,,19.434183,-99.173089,BIKE,"19.434183,-99.173089",0901600010603
472,E472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS,472 BAHÍA SANTA BÁRBARA-BAHÍA DE BALLENAS,S/N,,19.437667,-99.17711,ELECTRIC_BIKE,"19.437667,-99.17711",0901600010603
470,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,470 BAHÍA DE LAS PALMAS-BAHÍA DE TODOS LOS SANTOS,S/N,,19.435039,-99.173879,BIKE,"19.435039,-99.173879",0901600010603
471,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA,471 BAHÍA DE CHACHALACAS-BAHÍA SANTA BÁRBARA,S/N,,19.436287,-99.174888,BIKE,"19.436287,-99.174888",0901600010603
477,477 LAGO ISEO-LAGUNA DE MAYRÁN,477 LAGO ISEO-LAGUNA DE MAYRÁN,S/N,,19.440905,-99.181743,BIKE,"19.440905,-99.181743",0901600010482
480,480 LAGO ISEO-AV. MARINA NACIONAL,480 LAGO ISEO-AV. MARINA NACIONAL,S/N,,19.446073,-99.181654,BIKE,"19.446073,-99.181654",0901600010482
479,E479 LAGO MURITZ-AV. MARINA NACIONAL,479 LAGO MURITZ-AV.MARINA NACIONAL,S/N,,19.444433,-99.179664,ELECTRIC_BIKE,"19.444433,-99.179664",0901600010482
474,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,474 BAHÍA DE SAN HIPÓLITO-BAHÍA DEL ESPÍRITU SANTO,S/N,,19.438984,-99.177549,BIKE,"19.438984,-99.177549",0901600010482
475,475 LAGO MURITZ-LAGO ALBERTO,475 LAGO MURITZ-LAGO ALBERTO,S/N,,19.439249,-99.181065,BIKE,"19.439249,-99.181065",0901600010482
478,478 LAGUNA DE MAYRÁN-LAGO CHALCO,478 LAGUNA DE MAYRÁN-LAGO CHALCO,S/N,,19.440818,-99.176961,BIKE,"19.440818,-99.176961",0901600010482
237,237 ANDRÉS BELLO-ELLIOT,237 - Andrés Bello-Elliot,S/N,,19.426744,-99.193986,"BIKE,TPV","19.426744,-99.193986",0901600010779
231,231 NEWTON-ARISTOTELES,231 - Newton-Aristoteles,S/N,11510,19.42977,-99.19349,BIKE,"19.42977,-99.19349",0901600010779
222,E222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,222 - Alejandro Dumas-Presidente Masarik,S/N,11510,19.431417,-99.195774,ELECTRIC_BIKE,"19.431417,-99.195774",0901600010779
238,238 ANDRÉS BELLO-ELLIOT,238 - Andrés Bello-Elliot,S/N,,19.426765,-99.193752,BIKE,"19.426765,-99.193752",0901600010779
223,223 NEWTON-PRESIDENTE MASARYK,223 - Newton-Presidente Masarik,S/N,,19.431242,-99.191613,"BIKE,TPV","19.431242,-99.191613",0901600010779
465,465 LAGUNA DE GINEBRA-LAGO WETTER,465 LAGUNA DE GINEBRA-LAGO WETTER,S/N,,19.445039,-99.194078,BIKE,"19.445039,-99.194078",0901600011349
167,167 GENERAL SALVADOR ALVARADO-PROGRESO,167 - General Salvador Alvarado-Progreso,S/N,,19.404651,-99.179375,BIKE,"19.404651,-99.179375",090160001118A
166,166 PROGRESO-CDA. ANTONIO MACEO,166 - Progreso-Cda. Antonio Maceo,S/N,,19.406069,-99.183549,BIKE,"19.406069,-99.183549",090160001118A
168,168 COMERCIO-PROGRESO,168 - Comercio-Progreso,S/N,,19.403997,-99.1776,"BIKE,TPV","19.403997,-99.1776",090160001118A
169,169 PROSPERIDAD-PROGRESO,169 - Prosperidad-Progreso,S/N,,19.403019,-99.174934,BIKE,"19.403019,-99.174934",090160001118A
172,172 GENERAL FRANCISCO MURGUIA-JOSE MARTÍ,172 - General Francisco Murguia-Jose Martí,S/N,,19.4034921,-99.1816002,BIKE,"19.4034921,-99.1816002",090160001118A
171,171 COMERCIO-JOSE MARTÍ,171 - Comercio-Jose Martí,S/N,,19.402584,-99.178199,BIKE,"19.402584,-99.178199",090160001118A
461,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,461 PRESA DON MARTÍN-BOULEVARD MIGUEL DE CERVANTES,S/N,,19.440106,-99.210031,BIKE,"19.440106,-99.210031",0901600010533
194,194 CTO MAHATMA GANDHI-AV. PASEO DE LA REFORMA,194 - Av. Paseo de la Reforma-Circuito Mahatma Gandhi,S/N,11510,19.424282,-99.180334,"BIKE,TPV","19.424282,-99.180334",0901600010798
192,192 RUBEN DARIO-REFORMA,192 - Rubén Darío-Reforma,S/N,11510,19.42592,-99.190755,"BIKE,TPV","19.42592,-99.190755",0901600010798
193,193 RUBEN DARIO-REFORMA,193 - Rubén Darío.Reforma,S/N,11510,19.425907,-99.190733,BIKE,"19.425907,-99.190733",0901600010798
195,195 AV. PASEO DE LA REFORMA-CTO MAHATMA GANDHI,195 - Circuito Mahatma Gandhi-Av. Paseo de la Reforma,S/N,,19.424926,-99.185147,"BIKE,TPV","19.424926,-99.185147",0901600010798
184,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,S/N,,19.41479,-99.18508,"BIKE,TPV","19.41479,-99.18508",0901600010891
185,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,185 - General Antonio Léon-General Pedro Antonio de los Santos,S/N,,19.4128,-99.1828,BIKE,"19.4128,-99.1828",0901600010891
458,458 MONTES URALES-VOLCÁN,458 MONTES URALES-VOLCÁN,S/N,,19.428679,-99.206605,BIKE,"19.428679,-99.206605",0901600010849
459,E459 VOLCÁN-MONTES URALES,459 VOLCÁN-MONTES URALES,S/N,,19.429243,-99.207267,ELECTRIC_BIKE,"19.429243,-99.207267",0901600010849
227,227 CAMPOS ELÍSEOS-PERIFÉRICO,227 - Campos Elíseos-Periférico,S/N,,19.431791,-99.207373,BIKE,"19.431791,-99.207373",0901600010849
