ID,Nombre,Dirección,Número,Código postal,location/lat,location/lon,Tipo de estación,punto_geo,cvegeo
109,109 NEZAHUALCOYOTL-ISABEL LA CATOLICA,109 - Nezahualcóyotl-Isabel la Católica,S/N,6500,19.425311,-99.137421,BIKE,"19.425311,-99.137421",0901500010964
102,102 ECHEVESTE-BOLIVAR,102 - Echeveste-Bolivar,S/N,,19.42821,-99.13949,BIKE,"19.42821,-99.13949",090150001088A
414,414 PARROQUIA-JOSÉ IGNACIO BARTOLACHE,414 - Parroquia-José Ignacio Bartolache,S/N,3104,19.370187,-99.173712,BIKE,"19.370187,-99.173712",0901400010806
416,416 RECREO-PARROQUÍA,416 - Recreo-Parroquía,S/N,3104,19.371308,-99.177607,BIKE,"19.371308,-99.177607",0901400010806
415,415 SAN FRANCISCO-PARROQUÍA,415 - San Francisco-Parroquía,S/N,3104,19.371498,-99.17602,BIKE,"19.371498,-99.17602",0901400010806
350,350 JOSE CLEMENTE OROZCO-CORREGGIO,350 - Jose Clemente Orozco-Correggio,S/N,3710,19.384062,-99.181482,BIKE,"19.384062,-99.181482",0901400010562
363,363 HOLBEIN-PAULO UCELLO,363 - Holbein-Paulo Ucello,S/N,3710,19.380813,-99.183851,BIKE,"19.380813,-99.183851",0901400010562
392,392 PATRICIO SANZ-FELIX CUEVAS,392 - Patricio Sanz-Felix Cuevas,S/N,3200,19.3730067,-99.1747749,BIKE,"19.3730067,-99.1747749",0901400010736
395,395 SAN LORENZO-CALLEJÓN MARTÍN MENLALDE,395 - San Lorenzo-Callejón Martín Menlalde,S/N,3104,19.373742,-99.169814,BIKE,"19.373742,-99.169814",0901400010736
394,394 DR. ROBERTO GAYOL-FELIX CUEVAS,394 - Dr. Roberto Gayol-Felix Cuevas,S/N,3104,19.372437,-99.171592,BIKE,"19.372437,-99.171592",0901400010736
413,413 PARROQUIA-AVENIDA COYOACÁN,413 - Parroquia-Avenida Coyoacán,S/N,3104,19.369782,-99.171906,BIKE,"19.369782,-99.171906",0901400010736
393,393 ADOLFO PRIETO-FELIX CUEVAS,393 - Adolfo Prieto-Felix Cuevas,S/N,3200,19.372796,-99.172558,"BIKE,TPV","19.372796,-99.172558",0901400010736
398,398 SANCHEZ AZCONA-FELIX CUEVAS,398 - Sanchez Azcona-Felix Cuevas,S/N,3104,19.37103,-99.16566,BIKE,"19.37103,-99.16566",0901400010755
397,397 SAN LORENZO-GABRIEL MANCERA,397 - San Lorenzo-Gabriel Mancera,S/N,3104,19.373194,-99.167247,BIKE,"19.373194,-99.167247",0901400010755
399,399 HERIBERTO FRÍAS-SAN LORENZO,399 - Heriberto Frías-San Lorenzo,S/N,3104,19.372407,-99.164519,BIKE,"19.372407,-99.164519",0901400010755
400,400 SAN LORENZO-HERIBERTO FRIAS,400 - San Lorenzo-Heriberto Frias,S/N,3104,19.3726458,-99.1642743,BIKE,"19.3726458,-99.1642743",0901400010755
374,374 PITÁGORAS-PILARES,374 - Anaxágoras-Pilares,S/N,3100,19.376964,-99.161116,"BIKE,TPV","19.376964,-99.161116",0901400010613
360,E360 HERIBERTO FRÍAS-MATIAS ROMERO,360 - Heriberto Frías-Matias Romero,S/N,3100,19.3790279,-99.1628259,ELECTRIC_BIKE,"19.3790279,-99.1628259",0901400010613
359,359 MATIAS ROMERO -PESTALLOZZI,359 - Matias Romero -Pestallozzi,S/N,3100,19.379269,-99.161169,"BIKE,TPV","19.379269,-99.161169",0901400010613
377,377 HERIBERTO FRÍAS-MIGUEL LAURENT,377 - Heriberto Frías-Miguel Laurent,S/N,3104,19.375394,-99.16375,BIKE,"19.375394,-99.16375",0901400010613
358,358 NICOLAS SAN JUAN-MATIAS ROMERO,358 - Nicolas San Juan-Matias Romero,S/N,3100,19.380168,-99.164222,BIKE,"19.380168,-99.164222",0901400010613
163,163 TOLUCA-BAJÍO,163 - Toluca-Bajío,S/N,,19.405246,-99.156431,BIKE,"19.405246,-99.156431",0901500011479
371,371 TLACOQUEMECATL-CAPULIN,371 - Tlacoquemecatl-Capulin,S/N,3200,19.378542,-99.174328,BIKE,"19.378542,-99.174328",0901400010721
380,380 MORAS-SAN LORENZO,380 - Moras-San Lorenzo,S/N,3200,19.374876,-99.173512,BIKE,"19.374876,-99.173512",0901400010721
36,36 PUEBLA-VERACRUZ,036 - Puebla - Veracruz,S/N,6140,19.419725,-99.175778,"BIKE,TPV","19.419725,-99.175778",0901500011089
38,38 COZUMEL-PUEBLA,038 - Cozumel - PUEBLA,S/N,6700,19.420801,-99.171407,BIKE,"19.420801,-99.171407",0901500011089
37,37 GUADALAJARA-PUEBLA,037 - Guadalajara - Puebla,S/N,6700,19.420419,-99.172676,BIKE,"19.420419,-99.172676",0901500011089
449,E449 ACAPULCO-PUEBLA,449 ACAPULCO-PUEBLA,S/N,,19.42018,-99.174393,ELECTRIC_BIKE,"19.42018,-99.174393",0901500011089
406,406 PARROQUIA AV. MEXICO-COYOACAN,406 - Parroquia Av. Mexico-Coyoacan,S/N,3310,19.367831,-99.163261,BIKE,"19.367831,-99.163261",090140001083A
401,401 SAN LORENZO-AVENIDA CUAUHTEMOC,401 - San Lorenzo-Avenida Cuauhtemoc,S/N,3310,19.372147,-99.16158,BIKE,"19.372147,-99.16158",090140001083A
427,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,S/N,3310,19.365023,-99.162993,BIKE,"19.365023,-99.162993",090140001083A
441,441 PUENTE XOCO-REAL DE MAYORAZGO,441 - Puente Xoco-Real De Mayorazgo,S/N,3330,19.361215,-99.167527,BIKE,"19.361215,-99.167527",0901400010952
442,442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,442 - Real De Mayorazgo-Avenida México-Coyoacan,S/N,3330,19.359905,-99.1653,"BIKE,TPV","19.359905,-99.1653",0901400010952
426,426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE,426 - Cerrada De Popocatepetl-Av. Popocatepetl (Eje,S/N,3330,19.365519,-99.166017,BIKE,"19.365519,-99.166017",0901400010952
343,343 ENRIQUE RÉBSAMEN-DIVISIÓN DEL NORTE,343 - Enrique Rébsamen-División Del Norte,S/N,3100,19.384099,-99.160826,BIKE,"19.384099,-99.160826",0901400010416
338,338 NICOLAS SAN JUAN-SAN BORJA,338 - Nicolas San Juan-San Borja,S/N,3100,19.384249,-99.163273,BIKE,"19.384249,-99.163273",0901400010416
344,344 HERIBERTO FRÍAS-ANGEL URRAZA EJE 6 SUR,344 - Heriberto Frías-Angel Urraza Eje 6 Sur,S/N,3100,19.382107,-99.162243,BIKE,"19.382107,-99.162243",0901400010416
349,349 AUGUSTO RODIN-AVENIDA SAN ANTONIO,349 - Augusto Rodin-Avenida San Antonio,S/N,3840,19.385688,-99.180857,BIKE,"19.385688,-99.180857",090140001037A
379,379 DR. ROBERTO GAYOL-MIGUEL LAURENT,379 - Dr. Roberto Gayol-Miguel Laurent,S/N,3104,19.375751,-99.17084,BIKE,"19.375751,-99.17084",0901400010740
378,378 MIGUEL LAURENT-AMORES,378 - Miguel Laurent-Amores,S/N,3104,19.375823,-99.168076,BIKE,"19.375823,-99.168076",0901400010740
372,372 DR. ROBERTO GAYOL-TLACOQUEMECATL,372 - Dr. Roberto Gayol-Tlacoquemecatl,S/N,3104,19.37797,-99.170289,"BIKE,TPV","19.37797,-99.170289",0901400010740
440,440 REAL DE MAYORAZGO-PUENTE XOCO,440 - Real De Mayorazgo-Puente Xoco,S/N,3330,19.36065,-99.168669,BIKE,"19.36065,-99.168669",0901400010967
254,254 ALFONSO HERRERA-MIGUEL SHULTZ,254 - Alfonso Herrera-Miguel Shultz,S/N,,19.43935,-99.16007,BIKE,"19.43935,-99.16007",0901500010697
86,86 SULLIVAN-INSURGENTES,086 - Sullivan-Insurgentes,S/N,6470,19.432378,-99.159077,"BIKE,TPV","19.432378,-99.159077",0901500010697
263,263 SADI CARNOT-GÓMEZ FARIAS,263 - Sadi Carnot - Gómez Farias,S/N,,19.436274,-99.158425,"BIKE,TPV","19.436274,-99.158425",0901500010697
256,256 GÓMEZ FARÍAS-SADI CARNOT,256 - Gómez Farías Sadi Carnot,S/N,,19.4372,-99.15816,BIKE,"19.4372,-99.15816",0901500010697
323,323 CONCEPCIÓN BEISTEGUI-GABRIEL MANCERA,323 - Concepción Beistegui-Gabriel Mancera,S/N,3103,19.389026,-99.163403,BIKE,"19.389026,-99.163403",0901400010238
301,301 LUZ SAVIÑÓN-MAGDALENA,301 - Luz Saviñón-Magdalena,S/N,3103,19.393807,-99.171133,BIKE,"19.393807,-99.171133",0901400010238
317,317 AVENIDA COYOACÁN-TORRES ADALID,317 - Avenida Coyoacán-Torres Adalid,S/N,3103,19.391456,-99.166157,"BIKE,TPV","19.391456,-99.166157",0901400010238
291,291 MAGDALENA-DIVISIÓN DEL NORTE,291 - Magdalena-División Del Norte,S/N,3103,19.397651,-99.169946,BIKE,"19.397651,-99.169946",0901400010238
300,E300 PROVIDENCIA -LUZ SAVIÑON,300 - Providencia -Luz Saviñon,S/N,3103,19.393268,-99.168333,ELECTRIC_BIKE,"19.393268,-99.168333",0901400010238
316,316 SAN FRANCISCO-CONCEPCIÓN BEISTEGUI,316 - San Francisco-Concepción Beistegui,S/N,3103,19.391056,-99.1712,BIKE,"19.391056,-99.1712",0901400010238
336,336 SAN BORJA-CDA. BARTOLOCHE,336 - San Borja-Cda. Bartoloche,S/N,3100,19.385531,-99.169673,BIKE,"19.385531,-99.169673",0901400010399
325,325 PROVIDENCIA -AVENIDA DEL VALLE,325 - Providencia -Avenida Del Valle,S/N,3100,19.3881779,-99.1696894,BIKE,"19.3881779,-99.1696894",0901400010399
337,337 SAN BORJA-MARTÍN MENLALDE,337 - San Borja-Martín Menlalde,S/N,3100,19.384849,-99.16704,"BIKE,TPV","19.384849,-99.16704",0901400010401
324,324 AMORES-AVENIDA EUGENIA,324 - Amores-Avenida Eugenia,S/N,3100,19.3872468,-99.1656554,BIKE,"19.3872468,-99.1656554",0901400010401
298,298 ROMERO DE TERREROS-GABRIEL MANCERA,298 - Romero De Terreros-Gabriel Mancera,S/N,3103,19.394073,-99.16214,BIKE,"19.394073,-99.16214",0901400010257
321,321 TORRES ADALID-ANAXÁGORAS,321 - Torres Adalid-Anaxágoras,S/N,3020,19.389477,-99.157513,BIKE,"19.389477,-99.157513",0901400010257
320,320 ENRIQUE RÉBSAMEN-LUZ SAVIÑON,320 - Enrique Rébsamen-Luz Saviñon,S/N,3020,19.391323,-99.15936,BIKE,"19.391323,-99.15936",0901400010257
319,319 DIAGONAL SAN ANTONIO-LUZ SAVIÑON,319 - Diagonal San Antonio-Luz Saviñon,S/N,3103,19.391991,-99.162684,BIKE,"19.391991,-99.162684",0901400010257
296,E296 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,296 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,19.394283,-99.158756,ELECTRIC_BIKE,"19.394283,-99.158756",0901400010257
322,322 HERIBERTO FRÍAS-CONCEPCIÓN BEISTEGUI,322 - Heriberto Frías-Concepción Beistegui,S/N,3020,19.388528,-99.160616,BIKE,"19.388528,-99.160616",0901400010257
299,299 ROMERO DE TERREROS-MIER Y PESADO,299 - Romero De Terreros-Mier Y Pesado,S/N,3103,19.394601,-99.165054,BIKE,"19.394601,-99.165054",0901400010242
318,318 LUZ SAVIÑÓN-AMORES,318 - Luz Saviñón-Amores,S/N,3103,19.392249,-99.164127,BIKE,"19.392249,-99.164127",0901400010242
292,292 ADOLFO PRIETO-EJE 4 SUR XOLA,292 - Adolfo Prieto-Eje 4 Sur Xola,S/N,3103,19.396917,-99.166264,BIKE,"19.396917,-99.166264",0901400010242
305,305 AVENIDA DEL PARQUE-ARIZONA,305 - Avenida Del Parque-Arizona,S/N,3810,19.394693,-99.175531,"BIKE,TPV","19.394693,-99.175531",0901400010204
289,289 CHICAGO-YOSEMITE,289 - Chicago-Yosemite,S/N,3810,19.397308,-99.174548,BIKE,"19.397308,-99.174548",0901400010204
306,306 DAKOTA-FILADELFIA,306 - Dakota-Filadelfia,S/N,3810,19.393699,-99.175664,"BIKE,TPV","19.393699,-99.175664",0901400010204
307,307 MINESOTA-DAKOTA,307 - Minesota-Dakota,S/N,3810,19.393701,-99.175834,BIKE,"19.393701,-99.175834",0901400010204
303,303 MONTESITO-AV. INSURGENTES,303 - Montesito-Av. Insurgentes,S/N,3810,19.394842,-99.173025,"BIKE,TPV","19.394842,-99.173025",0901400010219
308,308 NUEVA YORK-ARIZONA,308 - Nueva York-Arizona,S/N,3810,19.393594,-99.178072,BIKE,"19.393594,-99.178072",0901400010219
304,304 MONTESITO-DAKOTA,304 - Montesito-Dakota,S/N,3810,19.395043,-99.173821,BIKE,"19.395043,-99.173821",0901400010219
314,314 NUERVA YORK-LOUISIANA,314 - Nuerva York-Louisiana,S/N,3810,19.391647,-99.177331,BIKE,"19.391647,-99.177331",0901400010219
309,309 PENNSYLVANIA-ARIZONA,309 - Pennsylvania-Arizona,S/N,3810,19.393162,-99.17956,BIKE,"19.393162,-99.17956",0901400010219
290,290 YOSEMITE-COLORADO,290 - Yosemite-Colorado,S/N,3810,19.396333,-99.172667,BIKE,"19.396333,-99.172667",0901400010219
284,284 DAKOTA-VERMONT,284 - Dakota-Vermont,S/N,3810,19.397693,-99.172981,BIKE,"19.397693,-99.172981",0901400010219
283,283 AV. COYOACÁN-RAFAEL DONDE,283 - Av. Coyoacán-Rafael Donde,S/N,3103,19.39827,-99.167383,BIKE,"19.39827,-99.167383",0901400010045
279,279 LA MORENA-PROVIDENCIA,279 - La Morena-Providencia,S/N,3103,19.399908,-99.166553,BIKE,"19.399908,-99.166553",0901400010045
294,294 NICOLÁS SAN JUAN-EJE 4 SUR XOLA,294 - Nicolás San Juan-Eje 4 Sur Xola,S/N,3020,19.396513,-99.160924,BIKE,"19.396513,-99.160924",090140001005A
293,293 MIER Y PESADO-EJE 4 SUR XOLA,293 - Mier Y Pesado-Eje 4 Sur Xola,S/N,3103,19.397373,-99.164598,"BIKE,TPV","19.397373,-99.164598",090140001005A
278,278 MIER Y PESADO-OBRERO MUNDIAL,278 - Mier Y Pesado-Obrero Mundial,S/N,3103,19.40071,-99.163831,BIKE,"19.40071,-99.163831",090140001005A
282,282 LA MORENA-EJE 2 PONIENTE GABRIEL MANCERA,282 - La Morena-Eje 2 Poniente Gabriel Mancera,S/N,3103,19.398692,-99.161273,BIKE,"19.398692,-99.161273",090140001005A
277,277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,277 - Ampliación Tonalá-Obrero Mundial,S/N,3020,19.401807,-99.15909,BIKE,"19.401807,-99.15909",0901400010011
276,276 ANAXÁGORAS-OBRERO MUNDIAL,276 - Anaxágoras-Obrero Mundial,S/N,3020,19.401986,-99.156366,BIKE,"19.401986,-99.156366",0901400010011
404,404 MIGUEL LAURENT-AVENIDA DIVISIÓN DEL NORTE,404 - Miguel Laurent-Avenida División Del Norte,S/N,3650,19.373813,-99.157387,BIKE,"19.373813,-99.157387",0901400010774
405,405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE,405 - División Del Norte-Municipio Libre,S/N,3303,19.370619,-99.156626,BIKE,"19.370619,-99.156626",0901400010774
437,437 MORAS-COMUNAL,437 - Moras-Comunal,S/N,3240,19.36480833,-99.17602222,BIKE,"19.36480833,-99.17602222",0901400010933
436,436 RODRIGUEZ SARO-BUFALLO,436 - Rodriguez Saro-Bufallo,S/N,3240,19.366217,-99.177819,BIKE,"19.366217,-99.177819",0901400010933
438,438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,438 - Adolfo Prieto-José María Olloqui,S/N,3240,19.36479722,-99.17458333,BIKE,"19.36479722,-99.17458333",0901400010933
443,443 BRUNO TRAVEN-GOLONDRINAS,443 - Bruno Trave-Avenida México-Coyoacan,S/N,3340,19.359655,-99.162025,BIKE,"19.359655,-99.162025",0901400010971
432,432 CARRILLO PUERTO-AV. MÉXICO-COYOACÁN,432 - Carrillo Pto-Golondrinas,S/N,3340,19.361296,-99.162581,BIKE,"19.361296,-99.162581",0901400010971
428,428 PROLONGACIÓN UXMAL-AV. POPOCATEPETL (EJE 8),428 - Prolongación Uxmal-Av. Popocatepetl (Eje 8),S/N,3340,19.363418,-99.160353,BIKE,"19.363418,-99.160353",0901400010971
445,E445 RIFF-AVENIDA RIO CHURUBUSCO,445 - Riff-Avenida Rio Churubusco,S/N,3340,19.35827,-99.156105,ELECTRIC_BIKE,"19.35827,-99.156105",0901400010986
431,431 BRUNO TRAVEN-PAZ MONTES DE OCA,431 - Bruno Traven-Paz Montes De Oca,S/N,3340,19.36145,-99.15822,BIKE,"19.36145,-99.15822",0901400010986
446,446 RIFF-AVENIDA RIO CHURUBUSCO,446 - Riff-Avenida Rio Churubusco,S/N,3340,19.3586,-99.156101,"BIKE,TPV","19.3586,-99.156101",0901400010986
444,444 GENERAL MANUEL RINCÓN-AGUSTÍN GUTIERREZ,444 - General Manuel Rincón-Agustín Gutierrez,S/N,3340,19.359384,-99.159425,BIKE,"19.359384,-99.159425",0901400010986
430,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),430 - Tripoli-Av. Popocatepetl (Eje 8),S/N,3310,19.362139,-99.154974,BIKE,"19.362139,-99.154974",0901400010986
422,422 BUFALO-JOSÉ MARÍA RICO (EJE 8),422 - Bufalo-José María Rico (Eje 8),S/N,3230,19.368356,-99.177487,BIKE,"19.368356,-99.177487",0901400010929
423,423 MORAS-JOSÉ MARÍA RICO (EJE 8),423 - Moras-José María Rico (Eje 8),S/N,3240,19.367631,-99.175342,BIKE,"19.367631,-99.175342",0901400010929
421,421 MARÍA LUZ BRINGAS-OSO,421 - María Luz Bringas-Oso,S/N,3230,19.369467,-99.179401,BIKE,"19.369467,-99.179401",0901400010929
328,328 AVENIDA 1-CALLE 7,328 - Avenida 1-Calle 7,S/N,3800,19.392586,-99.184742,BIKE,"19.392586,-99.184742",0901400010187
312,312 AVENIDA 2-CALLE 7,312 - Avenida 2-Calle 7,S/N,3800,19.392634,-99.183737,"BIKE,TPV","19.392634,-99.183737",0901400010187
311,311 CALLE 5-AVENIDA REVOLUCIÓN,311 - Calle 5-Avenida Revolución,S/N,3800,19.393665,-99.185391,BIKE,"19.393665,-99.185391",0901400010187
310,310 CALLE 1-AV. PATRIOTISMO,310 - Calle 1-Av. Patriotismo,S/N,3800,19.395319,-99.181733,BIKE,"19.395319,-99.181733",0901400010187
288,288 11 DE ABRIL-AVENIDA 2,288 - 11 De Abril-Avenida 2,S/N,3800,19.396333,-99.183575,BIKE,"19.396333,-99.183575",0901400010187
333,333 GEORGIA -CAROLINA,333 - Georgia -Carolina,S/N,3810,19.387624,-99.180978,BIKE,"19.387624,-99.180978",0901400010191
313,313 PENNSYLVANIA-OKLAHOMA,313 - Pennsylvania-Oklahoma,S/N,3810,19.391431,-99.178989,BIKE,"19.391431,-99.178989",0901400010191
326,326 EUGENIA-NEBRASKA,326 - Eugenia-Nebraska,S/N,3840,19.388978,-99.174811,BIKE,"19.388978,-99.174811",0901400010384
327,E327 GEORGIA -PENNSYLVANIA,327 - Georgia -Pennsylvania,S/N,3810,19.38885,-99.17772,ELECTRIC_BIKE,"19.38885,-99.17772",0901400010384
315,315 ALABAMA-MONTANA,315 - Alabama-Montana,S/N,3810,19.391472,-99.1736,BIKE,"19.391472,-99.1736",0901400010384
334,334 NUEVA YORK-AV. INSURGENTES,334 - Nuerva York-Av. Insurgentes,S/N,3840,19.386568,-99.175089,BIKE,"19.386568,-99.175089",0901400010384
346,346 SAN FRANCISCO-SANTA MARGARITA,346 - San Francisco-Santa Margarita,S/N,3100,19.385019,-99.174077,BIKE,"19.385019,-99.174077",0901400010223
302,302 LUZ SAVIÑON-MAGDALENA,302 - Luz Saviñon-Magdalena,S/N,3103,19.393832,-99.171466,BIKE,"19.393832,-99.171466",0901400010223
335,335 MAGDALENA-AMEYALCO,335 - Magdalena-Ameyalco,S/N,3100,19.387003,-99.173504,BIKE,"19.387003,-99.173504",0901400010223
357,357 MATIAS ROMERO -AMORES,357 - Matias Romero -Amores,S/N,3100,19.380598,-99.1669248,BIKE,"19.380598,-99.1669248",0901400010609
356,356 MATIAS ROMERO -ADOLFO PRIETO,356 - Matias Romero -Adolfo Prieto,S/N,3100,19.381292,-99.170171,BIKE,"19.381292,-99.170171",0901400010609
373,373 PILARES-GABRIEL MANCERA,373 - Pilares-Gabriel Mancera,S/N,3100,19.377968,-99.166663,BIKE,"19.377968,-99.166663",0901400010609
434,E434 JOSE MARÍA OLLOQUI-AMORES,434 - Jose María Olloqui-Amores,S/N,3104,19.363741,-99.171268,ELECTRIC_BIKE,"19.363741,-99.171268",0901400010948
439,439 AMORES-AVENIDA COYOACÁN,439 - Amores-Avenida Coyoacán,S/N,3240,19.36218889,-99.17246667,BIKE,"19.36218889,-99.17246667",0901400010948
433,433 JOSE MARÍA OLLOQUI-LOPÉZ COSTILLA,433 - Jose María Olloqui-Lopéz Costilla,S/N,3104,19.363558,-99.170819,BIKE,"19.363558,-99.170819",0901400010948
409,409 AZORES-DIVISIÓN DEL NORTE,409 - Azores-División Del Norte,S/N,3310,19.365102,-99.155499,BIKE,"19.365102,-99.155499",0901400010844
408,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,408 - Prolongación Petén-General Emiliano Zapata,S/N,3320,19.36677,-99.156843,BIKE,"19.36677,-99.156843",0901400010844
410,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,410 - Prolongación Tajín-Prolongación Repúblicas,S/N,3310,19.36564,-99.158063,BIKE,"19.36564,-99.158063",0901400010844
429,429 PIRINEOS-AV. POPOCATEPETL (EJE 8),429 - Pirineos-Av. Popocatepetl (Eje 8),S/N,3310,19.363071,-99.158292,BIKE,"19.363071,-99.158292",0901400010844
407,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,407 - Prolongación Xochicalco-General Emiliano Zapat,S/N,3320,19.367294,-99.158694,BIKE,"19.367294,-99.158694",0901400010844
342,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,342 - Anaxágoras-Angel Urraza Eje 6 Sur,S/N,3020,19.381076,-99.159455,BIKE,"19.381076,-99.159455",0901400010628
376,376 PITÁGORAS-AV. UNIVERSIDAD,376 - Pitágoras-Av. Universidad,S/N,3650,19.375442,-99.161595,BIKE,"19.375442,-99.161595",090140001076A
403,403 UXMAL-MUNICIPIO LIBRE,403 - Uxmal-Municipio Libre,S/N,3310,19.371371,-99.158639,BIKE,"19.371371,-99.158639",090140001076A
402,402 UXMAL-MUNICIPIO LIBRE,402 - Uxmal-Municipio Libre,S/N,3310,19.3709452,-99.1587223,"BIKE,TPV","19.3709452,-99.1587223",090140001076A
375,375 TENAYUCA-DIVISIÓN DEL NORTE,375 - Tenayuca-División Del Norte,S/N,3650,19.376865,-99.158818,BIKE,"19.376865,-99.158818",090140001076A
411,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,411 - Parroquia-Avenida México-Coyoacan,S/N,3310,19.367864,-99.163626,BIKE,"19.367864,-99.163626",0901400010825
412,412 PARROQUIA-AVENIDA UNIVERSIDAD,412 - Parroquia-Avenida Universidad,S/N,3310,19.3684182,-99.1654145,"BIKE,TPV","19.3684182,-99.1654145",0901400010825
382,382 SAN LORENZO-AV. INSURGENTES,382 - San Lorenzo-Av. Insurgentes,S/N,3200,19.375591,-99.178084,BIKE,"19.375591,-99.178084",0901400010717
391,E391 OSO-FELIX CUEVAS,391 - Oso-Felix Cuevas,S/N,3104,19.373142,-99.178283,ELECTRIC_BIKE,"19.373142,-99.178283",0901400010717
420,420 MARÍA LUZ BRINGAS-OSO,420 - María Luz Bringas-Oso,S/N,3230,19.369723,-99.17964,BIKE,"19.369723,-99.17964",0901400010717
390,390 OSO-FELIX CUEVAS,390 - Oso-Felix Cuevas,S/N,3104,19.373228,-99.17826,"BIKE,TPV","19.373228,-99.17826",0901400010717
370,370 TLACOQUEMECATL-AV. INSURGENTES,370 - Tlacoquemecatl-Av. Insurgentes,S/N,3200,19.378818,-99.177054,BIKE,"19.378818,-99.177054",0901400010717
381,381 SAN LORENZO-MANZANAS,381 - San Lorenzo-Manzanas,S/N,3200,19.375541,-99.177894,BIKE,"19.375541,-99.177894",0901400010717
362,362 AUGUSTO RODIN-ALBERTO BALDERAS,362 - Augusto Rodin-Alberto Balderas,S/N,3710,19.382207,-99.181043,BIKE,"19.382207,-99.181043",0901400010577
354,354 BOSTON-AV. INSURGENTES,354 - Boston-Av. Insurgentes,S/N,3720,19.381665,-99.176685,BIKE,"19.381665,-99.176685",0901400010577
348,348 INDIANA-AVENIDA SAN ANTONIO,348 - Indiana-Avenida San Antonio,S/N,3710,19.385365,-99.178216,BIKE,"19.385365,-99.178216",0901400010577
353,353 CAROLINA-HOLBEIN,353 - Carolina-Holbein,S/N,3710,19.382168,-99.178808,"BIKE,TPV","19.382168,-99.178808",0901400010577
367,367 BOSTON -AUGUSTO RODÍN,367 - Boston -Augusto Rodín,S/N,3720,19.37946,-99.181632,BIKE,"19.37946,-99.181632",0901400010577
369,369 PORFIRIO DÍAZ-AV. INSURGENTES,369 - Porfirio Díaz-Av. Insurgentes,S/N,3740,19.379884,-99.177478,"BIKE,TPV","19.379884,-99.177478",0901400010577
366,366 PORFIRIO DÍAZ-AUGUSTO RODÍN,366 - Porfirio Díaz-Augusto Rodín,S/N,3740,19.378345,-99.181973,BIKE,"19.378345,-99.181973",0901400010577
347,347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,347 - Pennsylvania-Maximino Avila Camacho,S/N,3710,19.384378,-99.176097,"BIKE,TPV","19.384378,-99.176097",0901400010577
368,368 PORFIRIO DÍAZ-CINCINATTI,368 - Porfirio Díaz-Cincinatti,S/N,3740,19.379246,-99.179344,BIKE,"19.379246,-99.179344",0901400010577
352,352 TINTORETO-GIORGINE,352 - Tintoreto-Giorgine,S/N,3700,19.384114,-99.185447,"BIKE,TPV","19.384114,-99.185447",0901400010558
365,365 HOLBEIN-AVENIDA REVOLUCIÓN,365 - Holbein-Avenida Revolución,S/N,3700,19.381117,-99.186687,BIKE,"19.381117,-99.186687",0901400010558
364,364 BOTICHELLI-CDA. DE GIORGONE,364 - Botichelli-Cda. De Giorgone,S/N,3700,19.383063,-99.185858,BIKE,"19.383063,-99.185858",0901400010558
396,396 MARTÍN MENLALDE-FELIX CUEVAS,396 - Martín Menlalde-Felix Cuevas,S/N,3104,19.371554,-99.170187,BIKE,"19.371554,-99.170187",0901400010810
425,425 NICOLAS SAN JUAN-AVENIDA UNIVERSIDAD,425 - Nicolas San Juan-Avenida Universidad,S/N,3104,19.367087,-99.16741,BIKE,"19.367087,-99.16741",0901400010810
435,435 RODRIGUEZ SARO-AVENIDA COYOACÁN,435 - Rodriguez Saro-Avenida Coyoacán,S/N,3230,19.365154,-99.172906,BIKE,"19.365154,-99.172906",0901400010810
424,424 AMORES-JOSÉ MARÍA RICO (EJE 8),424 - Amores-José María Rico (Eje 8),S/N,3104,19.367208,-99.170531,BIKE,"19.367208,-99.170531",0901400010810
297,297 DIAGONAL SAN ANTONIO-ENRIQUE RÉBSAMEN,297 - Diagonal San Antonio-Enrique Rébsamen,S/N,3020,19.394412,-99.158907,BIKE,"19.394412,-99.158907",0901400010064
280,280 ANAXÁGORAS-OBRERO MUNDIAL,280 - Anaxágoras-Obrero Mundial,S/N,3020,19.4015,-99.156406,"BIKE,TPV","19.4015,-99.156406",0901400010064
281,281 PITÁGORAS-LA MORENA,281 - Pitágoras-La Morena,S/N,3020,19.398532,-99.157308,BIKE,"19.398532,-99.157308",0901400010064
