Longitud,Latitud,CVE_AGEB,O3_por_ageb_0,O3_por_ageb_1,O3_por_ageb_7,O3_por_ageb_8,O3_por_ageb_9,O3_por_ageb_10,O3_por_ageb_11,O3_por_ageb_12,O3_por_ageb_13,O3_por_ageb_14,O3_por_ageb_15,O3_por_ageb_16,O3_por_ageb_17,O3_por_ageb_18,O3_por_ageb_19,O3_por_ageb_20,O3_por_ageb_21,O3_por_ageb_22,O3_por_ageb_23
-99.26706144299091,19.651464494406397,1142,13.628121509715154,13.209580997895603,3.833882931680312,5.7035236875576905,12.004048055213174,22.00681403144766,35.47768891353102,49.55459693038523,60.7104810284426,67.04150410787452,67.66875881627925,63.324419129706584,55.10406781316792,43.3861095217784,30.757318327800526,23.045931995178833,18.905021116933625,16.01570636528766,14.297779506219346
-98.95412723800129,19.254488389351,1012,15.511294863755543,14.751738138667056,6.903726039790879,8.597841168347896,15.454088077092742,26.431056566694608,39.41362095573694,52.81747630661957,64.0976970889047,70.81600074884805,71.51555776722219,67.63413997430649,60.53731984605034,50.311341091086646,38.55175703421222,30.0313217560078,24.231628644518782,19.87923461440056,16.91563652509297
-98.94156551693001,19.6490795962235,0393,13.115604046867704,12.076183996704195,3.3743275093416507,5.427114078810529,12.038292631031162,23.086096214412706,36.92389959508089,50.41829451508029,60.23612161190106,65.0359373424045,64.81662832902444,60.67912915065652,53.267998228603375,42.93639075129719,31.701031976413933,24.494513591564154,20.16515911421241,16.789342338899928,14.433674782533924
-99.3908477938961,19.505639432790698,003A,17.25394665036731,17.067075255877654,8.171559693015142,9.42459627204179,15.094110942989381,24.229210721042026,36.287787637621506,49.47339942222183,60.98645682691787,68.26674034585615,69.97746497767568,66.45506890893772,58.55818421528501,46.959615273888076,34.65397939820151,26.763062453853234,22.115811098619336,19.07801981392971,17.668615613060712
-98.8707614509572,19.151454975986102,0037,17.72133147904578,17.08099216109514,8.99573901900365,10.402019194886037,16.988530451424225,27.749670124839284,40.549153722951225,53.72885901557829,64.91811191419349,71.89051709264507,73.12180456032969,69.66621105541994,62.81092182641586,52.641014186766725,41.12830820413075,32.5672738058726,26.428711791389485,21.83815532913523,18.962811839439418
-98.9130515104485,19.0946890714885,0070,17.72133147904578,17.080992161095143,8.99573901900365,10.402019194886035,16.988530451424225,27.749670124839287,40.549153722951225,53.72885901557829,64.9181119141935,71.89051709264507,73.12180456032972,69.66621105541995,62.810921826415864,52.641014186766725,41.128308204130754,32.56727380587261,26.428711791389482,21.83815532913523,18.962811839439418
-99.06034094115009,19.680430339380802,0035,13.622687141149592,12.564786655374544,3.4602776312463006,5.455538287662743,12.058228997244605,22.937426741464353,36.58251558286354,49.84634386799385,59.57213601919414,64.51129843695163,64.56334543707278,60.56806140561509,53.24642551833215,42.78026599353262,31.47626809039841,24.3289383749626,20.200428042107553,17.07954126333097,14.919099588356017
-99.44392468869628,19.407042697746302,0148,17.30596801484489,17.289122718275635,8.160212311588825,9.405626799475167,14.996221228470079,24.19175643551772,36.51019966550504,50.22684822601575,62.42600235568745,70.1755730033491,71.76856379449394,67.79658116335655,59.4163945938296,47.29805176962652,34.5916537439374,26.57056278647797,21.847113420555036,18.76449479548949,17.52041405327008
-99.50771181611209,19.361212392327,0152,17.30894257525998,17.29256177612876,8.888556733332587,10.276766204373011,16.48143818220401,25.85838543261667,37.37238390102261,50.370925933860576,62.42968637869352,70.62251711390313,72.8117038672402,69.24474415314559,61.17196231072009,49.2299415317989,36.182004974490056,27.626001521613105,22.50717644470937,19.174265490122096,17.661351862511157
-99.42439631174808,19.357811318343998,0167,16.875890696224616,16.91939515790443,8.04692539975242,9.258117919992852,15.002109970484083,24.46478216749302,36.924718844661896,50.76687631963634,63.25044824456869,71.34288535595647,73.07847466378183,68.98962950041592,60.48410397982482,48.27932327739634,35.252535413386255,26.90246672659073,21.975885237756522,18.67181956483704,17.182712558461574
-99.46919469509001,19.3085454292595,0171,17.764569222636236,17.759951863678523,9.011492049220013,10.43626991989509,16.943302461466995,26.67515932154274,38.38017731929452,51.35069325744005,63.29041028174002,71.50478442944278,73.82582064396252,70.38561780365553,62.46331306695734,50.763027672251795,37.704508884478955,28.88327515325275,23.5244297799883,19.928684299618734,18.20641304329871
-98.9266507124963,19.5108830851407,0368,13.382972387544326,12.507427793586398,3.3949515964482764,5.444795939895553,12.169664423258196,23.4735345913562,37.599760374586445,51.51675063002844,61.89364383006499,67.06379873827252,66.80993028049771,62.3687017758231,54.65888005574269,44.115385672483235,32.65188854990425,25.24241216216274,20.677959574462715,17.047663507941454,14.61667496908047
-98.9221480162755,19.49321985859,0423,13.382972387544326,12.507427793586398,3.3949515964482764,5.444795939895553,12.169664423258196,23.4735345913562,37.599760374586445,51.51675063002844,61.89364383006499,67.06379873827252,66.80993028049771,62.3687017758231,54.65888005574269,44.115385672483235,32.65188854990425,25.24241216216274,20.677959574462715,17.047663507941454,14.61667496908047
-98.84866139375971,19.543594688934,0387,13.99562381348047,13.06825768827121,3.893560899826926,5.840237950159928,12.52054545511164,23.908349507974723,37.96038712984742,51.56770495434579,61.64126563956045,66.63014540727224,66.39020705248954,62.21570013419013,54.886643544882936,44.72247430585916,33.661270843439915,26.248103986967937,21.426261278543706,17.71993203694611,15.25102042149743
