Longitud,Latitud,CVE_AGEB,O3_por_ageb_0,O3_por_ageb_1,O3_por_ageb_7,O3_por_ageb_8,O3_por_ageb_9,O3_por_ageb_10,O3_por_ageb_11,O3_por_ageb_12,O3_por_ageb_13,O3_por_ageb_14,O3_por_ageb_15,O3_por_ageb_16,O3_por_ageb_17,O3_por_ageb_18,O3_por_ageb_19,O3_por_ageb_20,O3_por_ageb_21,O3_por_ageb_22,O3_por_ageb_23
-99.26706144299091,19.651464494406397,1142,38.14783149395296,36.73623745747569,55.81645803761729,65.53235678974472,66.80579091927585,65.02109605717493,61.761540936008274,55.96676535388582,50.32408848568426,47.62912784693499,47.201270676018204,47.66785694784181,49.52334987622929,51.07908174094514,51.82161304637228,48.467055861345074,43.86916171821048,41.534626350998145,39.77821981760994
-98.95412723800129,19.254488389351,1012,33.43477158708011,32.36707057106385,44.79361171509598,51.103227829927356,53.978271608036486,55.86870912539679,56.06749188897717,53.652083908941684,50.83384313098256,48.94673075695668,47.89051169629882,46.96015987142627,46.5676206787023,46.33357701298686,44.99371105278527,42.06637243615054,38.716998186827475,36.59210547169289,35.04420142554285
-98.94156551693001,19.6490795962235,0393,39.095222809636624,38.001244949317844,57.3221795705316,67.15244456254074,68.1104159737808,65.40306791846834,61.53562407508515,55.35424489246025,49.323882236689286,46.47118499839886,46.11139199172475,47.0262594429455,49.55120498587739,51.68467497032945,53.16604289572033,49.73745733859072,44.88686576900244,42.351321721912456,40.63157490926591
-99.3908477938961,19.505639432790698,003A,30.047348424754805,28.60756654178705,37.59662403415914,44.40756662151609,47.31941280984297,49.804753323340854,50.69705641824649,49.4701672969547,47.31072064148288,46.07191667243622,45.36183134904181,44.64371116895074,44.233714084649954,43.622133185271565,42.40720206315612,39.764834567574795,36.50211369905023,34.24239077025226,32.16562997409191
-98.8707614509572,19.151454975986102,0037,33.43477158708011,32.36707057106385,44.79361171509598,51.10322782992735,53.978271608036486,55.86870912539679,56.06749188897717,53.65208390894168,50.83384313098256,48.94673075695668,47.890511696298816,46.96015987142627,46.5676206787023,46.33357701298686,44.99371105278527,42.06637243615054,38.716998186827475,36.59210547169288,35.04420142554285
-98.9130515104485,19.0946890714885,0070,33.43477158708011,32.36707057106385,44.79361171509598,51.10322782992735,53.978271608036486,55.86870912539679,56.06749188897717,53.65208390894168,50.83384313098256,48.94673075695668,47.890511696298816,46.96015987142627,46.5676206787023,46.333577012986865,44.99371105278527,42.06637243615054,38.71699818682747,36.59210547169288,35.04420142554285
-99.06034094115009,19.680430339380802,0035,39.095222809636624,38.001244949317844,57.32217957053159,67.15244456254074,68.11041597378082,65.40306791846834,61.53562407508517,55.35424489246025,49.32388223668928,46.47118499839886,46.11139199172475,47.026259442945495,49.55120498587738,51.68467497032945,53.16604289572033,49.73745733859072,44.88686576900244,42.351321721912456,40.63157490926591
-99.44392468869628,19.407042697746302,0148,30.047348424754805,28.60756654178705,37.59662403415915,44.40756662151609,47.31941280984297,49.80475332334086,50.69705641824649,49.4701672969547,47.31072064148288,46.07191667243622,45.36183134904181,44.64371116895074,44.233714084649954,43.622133185271565,42.407202063156106,39.764834567574795,36.502113699050234,34.24239077025226,32.16562997409191
-99.50771181611209,19.361212392327,0152,30.047348424754805,28.60756654178705,37.59662403415915,44.40756662151609,47.319412809842966,49.80475332334086,50.69705641824649,49.4701672969547,47.31072064148288,46.071916672436224,45.36183134904181,44.64371116895074,44.233714084649954,43.622133185271565,42.407202063156106,39.764834567574795,36.502113699050234,34.24239077025226,32.16562997409191
-99.42439631174808,19.357811318343998,0167,30.047348424754805,28.60756654178705,37.59662403415915,44.40756662151609,47.31941280984297,49.80475332334086,50.69705641824649,49.4701672969547,47.31072064148288,46.07191667243622,45.36183134904181,44.64371116895074,44.233714084649954,43.622133185271565,42.407202063156106,39.764834567574795,36.502113699050234,34.24239077025226,32.16562997409191
-99.46919469509001,19.3085454292595,0171,30.047348424754805,28.60756654178705,37.59662403415915,44.40756662151609,47.31941280984297,49.80475332334086,50.69705641824649,49.4701672969547,47.31072064148288,46.07191667243622,45.36183134904181,44.64371116895074,44.23371408464996,43.622133185271565,42.407202063156106,39.764834567574795,36.502113699050234,34.24239077025226,32.16562997409191
-98.9266507124963,19.5108830851407,0368,39.095222809636624,38.001244949317844,57.3221795705316,67.15244456254072,68.11041597378082,65.40306791846834,61.53562407508515,55.35424489246025,49.32388223668928,46.47118499839887,46.11139199172475,47.0262594429455,49.55120498587738,51.68467497032946,53.166042895720324,49.73745733859073,44.88686576900243,42.351321721912456,40.63157490926591
-98.9221480162755,19.49321985859,0423,38.814604887321295,37.80398332599239,54.478713014479595,62.90559002710901,65.18279441030288,63.891657807183755,60.79043856752341,55.21865832422853,50.17806702344444,47.648500526561854,46.889540446217296,47.42556625632306,49.10264126195514,50.83069042856797,51.89296177064104,48.534732391421336,43.99666933190641,41.6472518775708,40.25271241542018
-98.84866139375971,19.543594688934,0387,38.814604887321295,37.80398332599239,54.47871301447959,62.905590027109014,65.18279441030288,63.891657807183755,60.79043856752341,55.21865832422853,50.17806702344444,47.648500526561854,46.889540446217296,47.42556625632306,49.10264126195514,50.83069042856797,51.892961770641044,48.534732391421336,43.99666933190642,41.6472518775708,40.25271241542018
