CVE_AGEB,O3_por_ageb_0,O3_por_ageb_1,O3_por_ageb_7,O3_por_ageb_8,O3_por_ageb_9,O3_por_ageb_10,O3_por_ageb_11,O3_por_ageb_12,O3_por_ageb_13,O3_por_ageb_14,O3_por_ageb_15,O3_por_ageb_16,O3_por_ageb_17,O3_por_ageb_18,O3_por_ageb_19,O3_por_ageb_20,O3_por_ageb_21,O3_por_ageb_22,O3_por_ageb_23
1061,15.498683348675522,25.333333333333332,30.666666666666668,35.0,39.0,43.333333333333336,47.0,48.666666666666664,48.666666666666664,48.0,46.666666666666664,45.0,42.666666666666664,40.0,36.666666666666664,33.0,30.0,28.0,26.666666666666668
1042,17.721331479045784,25.333333333333332,30.333333333333332,34.666666666666664,39.0,43.666666666666664,47.666666666666664,49.0,49.333333333333336,49.666666666666664,49.333333333333336,46.666666666666664,44.0,41.0,37.0,33.333333333333336,30.0,28.333333333333332,27.0
0513,13.622687141149592,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,38.666666666666664,35.0,31.666666666666668,29.666666666666668,26.55602716468637
1472,13.103340258750224,27.0,36.0,42.333333333333336,45.333333333333336,48.0,50.333333333333336,50.0,48.0,47.0,46.0,44.666666666666664,43.0,40.666666666666664,38.666666666666664,35.0,31.666666666666668,29.333333333333332,26.55602716468637
1792,13.622687141149592,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,38.666666666666664,35.0,31.666666666666668,29.666666666666668,26.55602716468637
0084,13.115604046867704,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.333333333333336,44.333333333333336,43.0,41.0,39.0,35.0,31.666666666666668,29.666666666666668,26.55602716468637
1383,13.103340258750224,27.0,36.0,42.333333333333336,45.333333333333336,48.0,50.333333333333336,50.0,48.0,47.0,46.0,44.666666666666664,43.0,40.666666666666664,38.666666666666664,35.0,31.666666666666668,29.333333333333332,26.55602716468637
0151,15.498683348675522,27.0,35.0,41.0,44.666666666666664,48.0,50.666666666666664,50.333333333333336,49.0,48.333333333333336,46.666666666666664,45.333333333333336,44.0,41.666666666666664,39.333333333333336,35.666666666666664,32.0,30.0,26.55602716468637
1487,13.103340258750224,27.0,36.0,42.333333333333336,45.333333333333336,48.0,50.333333333333336,50.0,48.0,47.0,46.0,44.666666666666664,43.0,40.666666666666664,38.666666666666664,35.0,31.666666666666668,29.333333333333332,26.55602716468637
0129,13.382972387544324,27.0,36.0,42.333333333333336,45.666666666666664,48.333333333333336,50.666666666666664,50.333333333333336,48.333333333333336,47.333333333333336,46.0,45.0,43.333333333333336,41.333333333333336,39.0,35.333333333333336,32.0,29.666666666666668,26.55602716468637
047A,13.840956713575544,26.666666666666668,34.666666666666664,40.333333333333336,44.333333333333336,47.666666666666664,50.333333333333336,50.0,49.0,48.0,46.333333333333336,45.0,43.666666666666664,41.0,38.666666666666664,35.0,31.666666666666668,29.666666666666668,26.55602716468637
1228,15.308570095344741,26.0,32.666666666666664,37.666666666666664,42.0,46.333333333333336,49.666666666666664,50.333333333333336,49.333333333333336,48.666666666666664,47.0,45.0,43.0,40.333333333333336,37.333333333333336,33.666666666666664,30.666666666666668,29.0,27.666666666666668
2678,13.622687141149592,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,38.666666666666664,35.0,31.666666666666668,29.666666666666668,26.55602716468637
2682,13.115604046867704,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,39.0,35.0,31.666666666666668,29.666666666666668,26.55602716468637
0857,13.62268714114959,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,38.666666666666664,35.0,31.666666666666668,29.666666666666668,26.55602716468637
0172,16.875890696224616,24.0,27.333333333333332,31.666666666666668,35.333333333333336,40.0,44.333333333333336,47.0,48.0,48.666666666666664,48.333333333333336,45.333333333333336,42.666666666666664,38.666666666666664,34.333333333333336,31.0,28.333333333333332,26.333333333333332,25.0
0861,13.115604046867704,27.0,36.0,42.333333333333336,45.666666666666664,48.0,50.333333333333336,50.0,48.0,46.666666666666664,45.666666666666664,44.333333333333336,43.0,41.0,39.0,35.0,31.666666666666668,29.666666666666668,26.55602716468637
0168,16.875890696224616,24.0,27.333333333333332,31.666666666666668,35.333333333333336,40.0,44.333333333333336,47.0,48.0,48.666666666666664,48.333333333333336,45.333333333333336,42.666666666666664,38.666666666666664,34.333333333333336,31.0,28.333333333333332,26.333333333333332,25.0
0057,15.654203782358248,24.666666666666668,29.666666666666668,35.333333333333336,38.666666666666664,42.666666666666664,46.0,47.0,46.666666666666664,46.666666666666664,46.333333333333336,44.333333333333336,42.333333333333336,39.0,36.0,32.0,29.333333333333332,27.666666666666668,26.666666666666668
0042,17.25394665036731,24.0,28.0,32.333333333333336,36.333333333333336,41.0,45.0,46.666666666666664,47.333333333333336,47.333333333333336,46.666666666666664,44.333333333333336,42.0,38.333333333333336,34.333333333333336,31.0,28.666666666666668,27.0,25.666666666666668
0711,15.49868334867552,26.333333333333332,32.666666666666664,37.666666666666664,41.333333333333336,45.0,47.666666666666664,48.666666666666664,48.0,47.0,46.333333333333336,45.0,43.333333333333336,41.0,38.333333333333336,34.666666666666664,31.0,29.0,27.666666666666668
1531,15.511294863755538,25.666666666666668,31.0,35.0,39.333333333333336,43.666666666666664,47.0,48.666666666666664,49.0,48.99984008954935,47.666666666666664,45.666666666666664,43.333333333333336,40.666666666666664,37.333333333333336,33.0,30.0,28.0,26.666666666666668
0726,15.498683348675522,26.333333333333332,32.666666666666664,37.666666666666664,41.333333333333336,45.0,47.666666666666664,48.666666666666664,48.0,47.0,46.333333333333336,45.0,43.333333333333336,41.0,38.333333333333336,34.666666666666664,31.0,29.0,27.666666666666668
0062,17.30596801484489,24.0,27.333333333333332,31.666666666666668,35.333333333333336,40.0,44.333333333333336,47.0,48.0,48.99984008954935,47.666666666666664,45.0,42.333333333333336,38.666666666666664,34.333333333333336,31.0,28.333333333333332,26.333333333333332,25.333333333333332
1527,15.49868334867552,26.0,32.0,36.666666666666664,41.0,45.333333333333336,48.666666666666664,49.666666666666664,49.0,48.333333333333336,47.0,45.0,43.0,40.333333333333336,37.333333333333336,34.0,30.333333333333332,28.666666666666668,27.333333333333332
0033,15.511294863755545,25.0,30.0,34.333333333333336,38.666666666666664,43.333333333333336,47.333333333333336,49.0,49.333333333333336,48.99984008954935,48.333333333333336,46.0,43.333333333333336,40.333333333333336,36.666666666666664,32.666666666666664,29.333333333333332,27.666666666666668,26.333333333333332
0057,17.257486128354348,23.666666666666668,25.333333333333332,37.82880305197876,33.666666666666664,39.333333333333336,44.0,46.666666666666664,48.333333333333336,49.666666666666664,49.333333333333336,45.66856175972969,43.0,39.0,34.333333333333336,31.0,28.333333333333332,26.333333333333332,25.333333333333332
0042,17.764569222636236,24.0,25.666666666666668,37.82880305197876,34.0,40.0,44.0,47.0,48.333333333333336,49.666666666666664,49.666666666666664,45.66856175972969,43.0,39.0,34.666666666666664,31.0,28.666666666666668,26.333333333333332,25.333333333333332
0688,15.460550299039259,25.666666666666668,31.0,35.0,39.0,43.333333333333336,47.0,48.666666666666664,49.0,49.0,48.0,45.666666666666664,43.333333333333336,40.333333333333336,37.0,33.0,30.0,28.0,26.666666666666668
0692,15.460550299039259,25.666666666666668,31.0,35.0,39.0,43.333333333333336,47.0,48.666666666666664,49.0,49.0,48.0,45.666666666666664,43.333333333333336,40.333333333333336,37.0,33.0,30.0,28.0,26.666666666666668
0705,15.460550299039259,25.666666666666668,31.0,35.0,39.0,43.333333333333336,47.0,48.666666666666664,49.0,49.0,48.0,45.666666666666664,43.333333333333336,40.333333333333336,37.0,33.0,30.0,28.0,26.666666666666668
